	SRR1795409_accepted_hits	SRR1795410_accepted_hits	SRR1795425_accepted_hits	SRR1795426_accepted_hits
ENSG00000197444	214	216	59	28
ENSG00000197446	2	0	0	0
ENSG00000197448	249	304	341	225
ENSG00000197451	2718	3179	4138	2444
ENSG00000197454	0	0	0	0
ENSG00000197457	36	42	274	154
ENSG00000197461	9	7	16	15
ENSG00000197465	0	0	0	0
ENSG00000197467	35	37	9	11
ENSG00000197471	0	1	0	1
ENSG00000197472	87	103	31	12
ENSG00000197479	0	2	3	1
ENSG00000197483	37	36	39	28
ENSG00000197487	0	0	0	0
ENSG00000197496	15	10	0	0
ENSG00000197497	0	0	0	1
ENSG00000197498	983	1114	1069	614
ENSG00000197506	0	0	0	0
ENSG00000197520	0	0	0	0
ENSG00000197530	153	157	107	69
ENSG00000197532	0	0	0	0
ENSG00000197535	448	524	519	327
ENSG00000197540	1	0	0	0
ENSG00000197548	436	586	385	231
ENSG00000197555	492	526	157	92
ENSG00000197557	58	44	96	53
ENSG00000197558	7	5	2	1
ENSG00000197561	0	1	0	0
ENSG00000197562	38	50	56	38
ENSG00000197563	337	383	159	83
ENSG00000197565	155	204	92	43
ENSG00000197566	78	107	31	31
ENSG00000197568	31	20	87	49
ENSG00000197576	41	23	35	22
ENSG00000197579	707	828	326	202
ENSG00000197580	16	11	2	2
ENSG00000197584	0	0	0	0
ENSG00000197586	229	278	194	120
ENSG00000197587	9	12	14	10
ENSG00000197591	0	0	0	0
ENSG00000197594	291	356	293	163
ENSG00000197599	1	2	0	0
ENSG00000197601	983	1118	1138	700
ENSG00000197603	1149	1395	582	344
ENSG00000197608	208	210	43	34
ENSG00000197614	0	0	0	0
ENSG00000197616	0	0	0	1
ENSG00000197619	116	111	56	21
ENSG00000197620	23	40	21	11
ENSG00000197622	153	186	134	81
ENSG00000197629	0	0	0	0
ENSG00000197632	0	0	0	0
ENSG00000197635	10	25	41	18
ENSG00000197641	0	1	0	0
ENSG00000197646	0	1	0	0
ENSG00000197647	12	7	32	26
ENSG00000197651	0	0	0	0
ENSG00000197653	29	33	2	0
ENSG00000197658	0	0	0	0
ENSG00000197674	0	0	0	0
ENSG00000197683	0	0	0	0
ENSG00000197694	3983	4443	1997	1222
ENSG00000197696	35	43	27	18
ENSG00000197702	99	124	246	143
ENSG00000197705	8	0	40	29
ENSG00000197706	0	0	0	0
ENSG00000197712	25	31	53	34
ENSG00000197713	462	463	367	205
ENSG00000197714	738	854	658	413
ENSG00000197721	4	0	8	12
ENSG00000197724	330	360	187	118
ENSG00000197728	671	742	1164	747
ENSG00000197734	10	6	1	0
ENSG00000197745	0	0	0	0
ENSG00000197746	1842	2046	5382	3015
ENSG00000197747	107	113	2023	1177
ENSG00000197748	27	31	14	4
ENSG00000197753	0	0	0	0
ENSG00000197756	8615	9690	6760	3994
ENSG00000197757	43	46	58	41
ENSG00000197763	282	344	92	48
ENSG00000197766	28	22	30	20
ENSG00000197768	4	2	0	0
ENSG00000197769	1	0	0	0
ENSG00000197771	1657	1925	2265	1383
ENSG00000197774	82	81	20	5
ENSG00000197776	2	6	0	4
ENSG00000197779	156	169	62	26
ENSG00000197780	134	160	291	179
ENSG00000197782	184	216	125	69
ENSG00000197785	463	447	520	312
ENSG00000197786	0	0	0	0
ENSG00000197790	1	0	0	0
ENSG00000197798	209	299	141	106
ENSG00000197808	59	75	79	43
ENSG00000197816	163	184	12	4
ENSG00000197818	79	103	98	53
ENSG00000197822	107	158	424	251
ENSG00000197826	5	2	9	4
ENSG00000197837	600	655	1073	651
ENSG00000197838	0	0	0	0
ENSG00000197841	49	64	56	52
ENSG00000197849	0	0	0	0
ENSG00000197852	5	12	37	15
ENSG00000197857	54	67	38	31
ENSG00000197858	397	430	488	305
ENSG00000197859	0	0	0	0
ENSG00000197860	195	202	298	191
ENSG00000197863	91	95	70	43
ENSG00000197870	3	4	0	0
ENSG00000197872	0	0	18	7
ENSG00000197879	413	458	843	515
ENSG00000197885	86	91	173	107
ENSG00000197887	0	0	0	0
ENSG00000197888	0	0	0	1
ENSG00000197889	0	2	2	0
ENSG00000197891	0	0	0	0
ENSG00000197892	147	203	273	152
ENSG00000197893	0	0	0	1
ENSG00000197894	901	1155	713	450
ENSG00000197901	1	1	0	0
ENSG00000197903	2289	2673	870	487
ENSG00000197905	155	186	242	137
ENSG00000197912	544	569	198	115
ENSG00000197915	0	0	2	0
ENSG00000197919	0	0	0	0
ENSG00000197921	0	0	2	0
ENSG00000197928	0	0	23	12
ENSG00000197930	691	840	710	407
ENSG00000197933	74	86	40	21
ENSG00000197935	1	3	0	0
ENSG00000197937	0	0	1	0
ENSG00000197938	0	0	0	0
ENSG00000197943	111	131	111	52
ENSG00000197948	45	69	28	16
ENSG00000197951	81	100	36	24
ENSG00000197953	0	0	0	0
ENSG00000197956	0	0	0	0
ENSG00000197958	6044	6735	1323	776
ENSG00000197959	95	103	37	21
ENSG00000197961	597	697	318	190
ENSG00000197965	292	361	443	261
ENSG00000197969	2763	3211	683	418
ENSG00000197971	1	4	49	21
ENSG00000197976	236	226	143	101
ENSG00000197977	82	77	203	97
ENSG00000197978	20	20	0	0
ENSG00000197980	1	0	3	2
ENSG00000197982	64	69	148	106
ENSG00000197991	0	0	0	0
ENSG00000197992	0	0	0	0
ENSG00000197993	0	1	0	0
ENSG00000198000	1280	1544	354	222
ENSG00000198001	69	92	107	59
ENSG00000198003	4	7	20	8
ENSG00000198010	0	0	2	0
ENSG00000198015	462	600	940	552
ENSG00000198018	334	410	183	103
ENSG00000198019	0	0	0	0
ENSG00000198021	0	0	0	0
ENSG00000198026	351	357	250	128
ENSG00000198028	0	0	1	0
ENSG00000198033	0	0	1	5
ENSG00000198034	19001	22100	15293	9008
ENSG00000198039	99	120	60	34
ENSG00000198040	205	250	157	101
ENSG00000198042	293	306	541	316
ENSG00000198046	0	0	37	26
ENSG00000198049	0	0	0	0
ENSG00000198053	20	17	66	20
ENSG00000198055	782	894	368	231
ENSG00000198056	392	436	746	454
ENSG00000198060	205	252	606	339
ENSG00000198062	0	0	0	0
ENSG00000198064	0	0	0	0
ENSG00000198074	0	0	0	2
ENSG00000198075	8	7	27	19
ENSG00000198077	0	0	0	0
ENSG00000198081	102	114	90	62
ENSG00000198083	0	0	0	0
ENSG00000198087	664	754	1014	597
ENSG00000198088	85	93	213	110
ENSG00000198089	351	394	76	42
ENSG00000198090	0	0	0	0
ENSG00000198092	0	0	0	0
ENSG00000198093	145	192	91	52
ENSG00000198099	0	1	0	0
ENSG00000198104	0	0	0	1
ENSG00000198105	87	85	52	43
ENSG00000198108	73	98	72	45
ENSG00000198113	6	4	5	3
ENSG00000198121	39	36	61	42
ENSG00000198125	0	0	0	0
ENSG00000198128	0	0	0	0
ENSG00000198129	0	0	0	0
ENSG00000198130	347	419	495	299
ENSG00000198131	22	23	104	56
ENSG00000198133	8	5	5	3
ENSG00000198142	20	14	67	46
ENSG00000198146	743	918	656	377
ENSG00000198156	1	0	0	0
ENSG00000198157	154	157	229	150
ENSG00000198160	745	901	341	205
ENSG00000198162	846	1038	225	145
ENSG00000198168	97	123	68	59
ENSG00000198169	231	251	70	61
ENSG00000198171	499	583	576	367
ENSG00000198173	0	0	0	0
ENSG00000198176	819	854	593	350
ENSG00000198178	0	0	0	0
ENSG00000198182	92	101	321	171
ENSG00000198183	0	0	0	0
ENSG00000198185	0	0	7	3
ENSG00000198189	219	282	227	120
ENSG00000198198	434	451	225	144
ENSG00000198203	24	23	15	6
ENSG00000198205	16	17	12	10
ENSG00000198208	84	93	24	14
ENSG00000198211	3	6	0	0
ENSG00000198216	1	1	0	0
ENSG00000198218	1000	1085	1119	658
ENSG00000198223	0	2	0	0
ENSG00000198225	0	0	0	0
ENSG00000198231	1583	1683	1405	867
ENSG00000198242	3449	4052	1973	1143
ENSG00000198246	12	16	47	7
ENSG00000198252	72	93	110	78
ENSG00000198258	458	534	1640	1011
ENSG00000198265	1328	1601	1046	589
ENSG00000198270	27	38	17	17
ENSG00000198271	0	0	0	0
ENSG00000198276	214	244	228	129
ENSG00000198283	0	0	0	0
ENSG00000198286	0	0	0	0
ENSG00000198298	74	101	57	50
ENSG00000198300	0	0	0	0
ENSG00000198301	842	978	423	257
ENSG00000198315	508	547	221	154
ENSG00000198324	12	13	19	7
ENSG00000198326	0	0	0	0
ENSG00000198331	86	101	41	13
ENSG00000198336	0	0	15	7
ENSG00000198342	2	1	15	13
ENSG00000198346	4	4	42	29
ENSG00000198353	54	74	57	45
ENSG00000198354	0	0	0	0
ENSG00000198355	235	246	577	294
ENSG00000198356	423	451	807	503
ENSG00000198363	784	935	1676	789
ENSG00000198369	30	58	74	39
ENSG00000198373	243	247	254	186
ENSG00000198380	553	690	1188	675
ENSG00000198382	253	265	101	62
ENSG00000198390	0	0	0	0
ENSG00000198393	121	136	64	40
ENSG00000198398	0	0	0	0
ENSG00000198399	445	547	282	181
ENSG00000198400	4	2	0	3
ENSG00000198408	1926	2229	1866	1060
ENSG00000198417	0	1	1	2
ENSG00000198420	231	239	252	140
ENSG00000198429	0	0	0	0
ENSG00000198431	1595	1837	1154	720
ENSG00000198435	15	27	99	41
ENSG00000198440	40	60	32	9
ENSG00000198443	0	0	0	0
ENSG00000198445	0	0	0	0
ENSG00000198453	82	90	135	91
ENSG00000198455	39	50	24	32
ENSG00000198464	167	209	119	73
ENSG00000198466	74	104	20	11
ENSG00000198467	52	50	9	4
ENSG00000198471	0	0	0	0
ENSG00000198478	44	52	98	50
ENSG00000198482	0	1	72	27
ENSG00000198483	0	0	0	0
ENSG00000198488	0	0	0	0
ENSG00000198492	1312	1616	1322	783
ENSG00000198498	337	417	283	169
ENSG00000198502	3	0	26	16
ENSG00000198513	46	56	102	59
ENSG00000198515	12	14	1	0
ENSG00000198517	20	23	30	11
ENSG00000198520	0	3	0	0
ENSG00000198521	0	0	106	46
ENSG00000198522	370	397	428	244
ENSG00000198523	1	0	0	1
ENSG00000198535	1	2	42	18
ENSG00000198538	80	80	50	21
ENSG00000198542	0	0	0	0
ENSG00000198546	83	80	76	43
ENSG00000198547	0	0	0	0
ENSG00000198551	87	100	102	54
ENSG00000198553	98	114	3	2
ENSG00000198554	950	1037	515	292
ENSG00000198556	80	96	16	5
ENSG00000198561	1157	1374	925	579
ENSG00000198563	3529	4165	4962	2852
ENSG00000198569	11	7	1	0
ENSG00000198570	1	0	0	0
ENSG00000198573	0	0	0	0
ENSG00000198574	0	0	0	0
ENSG00000198576	6	5	31	20
ENSG00000198585	58	58	99	52
ENSG00000198586	476	485	179	104
ENSG00000198589	2742	3356	1549	890
ENSG00000198597	67	77	217	145
ENSG00000198598	6	8	23	13
ENSG00000198601	0	0	0	0
ENSG00000198604	2468	2840	1426	829
ENSG00000198610	0	0	0	0
ENSG00000198612	333	436	853	491
ENSG00000198624	23	24	17	11
ENSG00000198625	468	626	54	26
ENSG00000198626	130	174	283	148
ENSG00000198633	0	0	0	1
ENSG00000198642	775	985	646	374
ENSG00000198643	1	0	0	0
ENSG00000198646	452	585	262	137
ENSG00000198648	293	348	357	245
ENSG00000198650	0	0	0	0
ENSG00000198663	199	227	252	176
ENSG00000198668	943	1123	1930	1108
ENSG00000198670	0	0	0	0
ENSG00000198673	0	0	0	0
ENSG00000198674	0	0	0	0
ENSG00000198677	2482	2950	1706	990
ENSG00000198678	0	0	0	0
ENSG00000198680	43	41	38	34
ENSG00000198681	2	2	0	0
ENSG00000198682	113	125	416	252
ENSG00000198689	244	287	139	79
ENSG00000198690	378	462	194	113
ENSG00000198691	1	1	0	0
ENSG00000198692	0	0	8	2
ENSG00000198695	0	0	0	0
ENSG00000198700	1620	1838	1082	580
ENSG00000198704	0	0	0	0
ENSG00000198707	1235	1499	511	310
ENSG00000198712	0	0	0	0
ENSG00000198715	226	211	303	233
ENSG00000198718	234	272	100	59
ENSG00000198719	39	29	43	22
ENSG00000198720	78	74	146	91
ENSG00000198721	966	1177	1207	714
ENSG00000198722	787	872	187	94
ENSG00000198723	5	11	3	6
ENSG00000198727	0	0	0	0
ENSG00000198728	252	270	597	356
ENSG00000198729	38	43	145	88
ENSG00000198730	1271	1484	1414	825
ENSG00000198732	210	201	296	199
ENSG00000198734	2	6	0	1
ENSG00000198736	21	16	132	75
ENSG00000198739	0	2	0	0
ENSG00000198740	213	235	91	46
ENSG00000198742	313	325	145	92
ENSG00000198743	418	486	344	204
ENSG00000198746	154	170	110	75
ENSG00000198752	999	1072	508	294
ENSG00000198753	2	11	3	1
ENSG00000198754	6	6	0	0
ENSG00000198755	4267	4980	2696	1706
ENSG00000198756	53	65	28	17
ENSG00000198758	0	1	0	0
ENSG00000198759	0	2	0	0
ENSG00000198763	0	0	0	0
ENSG00000198765	0	0	0	0
ENSG00000198768	4	5	0	0
ENSG00000198771	0	0	0	0
ENSG00000198774	4	7	39	20
ENSG00000198780	426	557	236	166
ENSG00000198783	174	185	137	93
ENSG00000198785	4	2	2	0
ENSG00000198786	0	0	0	0
ENSG00000198788	0	0	0	0
ENSG00000198791	627	720	195	112
ENSG00000198792	215	239	186	91
ENSG00000198793	2488	2751	1329	822
ENSG00000198794	18	16	37	29
ENSG00000198795	55	70	63	34
ENSG00000198796	0	0	0	0
ENSG00000198797	0	0	1	0
ENSG00000198798	0	0	0	0
ENSG00000198799	580	629	181	108
ENSG00000198804	0	0	0	0
ENSG00000198805	570	696	1188	735
ENSG00000198807	15	17	65	48
ENSG00000198812	0	0	0	0
ENSG00000198814	118	131	99	52
ENSG00000198815	226	250	574	341
ENSG00000198816	132	152	117	53
ENSG00000198818	214	255	610	335
ENSG00000198821	0	0	0	0
ENSG00000198822	6	10	1	0
ENSG00000198824	172	249	643	375
ENSG00000198825	201	246	367	221
ENSG00000198826	1008	1154	598	332
ENSG00000198829	0	0	0	0
ENSG00000198830	1745	1915	3024	1754
ENSG00000198832	78	77	31	15
ENSG00000198833	312	315	463	299
ENSG00000198835	6	4	2	0
ENSG00000198836	1416	1618	1238	795
ENSG00000198837	323	345	147	64
ENSG00000198838	27	43	2	0
ENSG00000198839	271	304	406	227
ENSG00000198840	0	0	0	0
ENSG00000198841	23	39	69	51
ENSG00000198842	0	0	0	2
ENSG00000198843	233	274	150	84
ENSG00000198844	0	0	0	0
ENSG00000198846	6	3	3	0
ENSG00000198848	0	0	0	0
ENSG00000198851	0	0	2	0
ENSG00000198853	66	85	100	73
ENSG00000198854	0	0	0	0
ENSG00000198855	32	41	39	19
ENSG00000198856	409	520	240	112
ENSG00000198858	96	108	90	54
ENSG00000198860	137	132	92	57
ENSG00000198862	1112	1361	1098	616
ENSG00000198863	134	114	98	74
ENSG00000198865	0	0	0	0
ENSG00000198870	14	17	1	0
ENSG00000198873	61	53	23	15
ENSG00000198874	249	293	98	44
ENSG00000198876	450	562	359	200
ENSG00000198879	328	342	127	60
ENSG00000198881	0	3	0	0
ENSG00000198883	0	0	0	0
ENSG00000198885	199	211	1	0
ENSG00000198886	0	0	0	0
ENSG00000198887	1072	1320	440	255
ENSG00000198888	0	0	0	0
ENSG00000198889	0	0	0	0
ENSG00000198890	171	181	171	109
ENSG00000198892	3	3	6	3
ENSG00000198894	112	119	99	54
ENSG00000198898	777	863	1493	828
ENSG00000198899	0	0	0	0
ENSG00000198900	1645	1826	3141	1977
ENSG00000198901	2416	2809	1646	972
ENSG00000198908	0	0	0	0
ENSG00000198909	292	334	104	58
ENSG00000198910	2	3	12	11
ENSG00000198911	546	714	742	463
ENSG00000198912	208	219	232	154
ENSG00000198914	13	22	24	31
ENSG00000198915	63	81	11	5
ENSG00000198917	193	236	322	174
ENSG00000198918	689	793	1488	912
ENSG00000198919	814	1088	420	248
ENSG00000198920	294	382	197	121
ENSG00000198924	453	507	238	141
ENSG00000198925	278	292	721	411
ENSG00000198929	34	26	70	45
ENSG00000198930	2	3	0	0
ENSG00000198931	861	931	1643	1088
ENSG00000198932	126	157	3	0
ENSG00000198933	62	66	101	59
ENSG00000198934	69	71	27	19
ENSG00000198937	202	189	266	178
ENSG00000198938	0	0	0	0
ENSG00000198939	1	1	0	0
ENSG00000198944	10	8	23	16
ENSG00000198945	245	286	305	186
ENSG00000198947	43	78	188	100
ENSG00000198948	40	37	10	15
ENSG00000198951	162	195	197	133
ENSG00000198952	1824	2107	592	361
ENSG00000198954	472	548	1530	912
ENSG00000198959	7	9	42	33
ENSG00000198960	45	30	12	6
ENSG00000198961	697	845	1441	825
ENSG00000198963	6	8	0	0
ENSG00000198964	87	108	81	50
ENSG00000198965	0	0	0	0
ENSG00000198967	0	0	0	0
ENSG00000203326	7	15	31	29
ENSG00000203485	207	235	560	333
ENSG00000203499	4	6	3	1
ENSG00000203546	0	0	0	0
ENSG00000203618	0	0	1	0
ENSG00000203661	0	0	0	0
ENSG00000203663	0	0	0	0
ENSG00000203666	54	45	9	13
ENSG00000203667	268	333	52	34
ENSG00000203668	631	777	269	145
ENSG00000203685	1	0	21	10
ENSG00000203690	0	0	0	0
ENSG00000203697	1	1	0	0
ENSG00000203705	175	208	149	100
ENSG00000203710	0	0	0	0
ENSG00000203722	3	8	11	5
ENSG00000203724	24	29	17	4
ENSG00000203727	7	8	43	25
ENSG00000203730	0	2	0	0
ENSG00000203733	0	0	0	0
ENSG00000203734	18	31	0	0
ENSG00000203737	27	23	0	0
ENSG00000203740	1	0	1	0
ENSG00000203747	0	0	0	0
ENSG00000203756	0	0	0	0
ENSG00000203757	0	0	0	0
ENSG00000203760	365	441	829	526
ENSG00000203772	7	8	0	0
ENSG00000203778	84	72	58	40
ENSG00000203780	6	3	0	0
ENSG00000203782	0	0	1	0
ENSG00000203783	0	0	0	0
ENSG00000203784	0	0	0	0
ENSG00000203785	0	0	0	0
ENSG00000203786	0	0	0	0
ENSG00000203791	57	63	54	17
ENSG00000203795	1	1	0	0
ENSG00000203797	0	0	0	0
ENSG00000203805	0	1	21	12
ENSG00000203811	0	0	0	0
ENSG00000203812	0	0	1	0
ENSG00000203814	1721	1980	606	325
ENSG00000203818	62	83	42	28
ENSG00000203837	0	0	0	0
ENSG00000203852	1	0	1	0
ENSG00000203857	0	0	0	0
ENSG00000203859	0	2	0	0
ENSG00000203867	202	209	178	111
ENSG00000203870	0	0	0	0
ENSG00000203872	35	37	1	0
ENSG00000203877	9	7	20	4
ENSG00000203879	562	581	1367	771
ENSG00000203880	218	260	224	121
ENSG00000203883	3	3	55	40
ENSG00000203896	32	23	2	2
ENSG00000203907	0	0	0	0
ENSG00000203908	0	0	0	0
ENSG00000203909	0	0	0	0
ENSG00000203910	3	7	0	0
ENSG00000203923	0	0	0	0
ENSG00000203926	0	0	0	0
ENSG00000203933	0	0	0	0
ENSG00000203942	0	1	0	0
ENSG00000203943	1	10	2	4
ENSG00000203950	30	34	150	79
ENSG00000203952	1	1	11	9
ENSG00000203963	0	0	0	0
ENSG00000203965	209	242	187	118
ENSG00000203970	0	0	0	0
ENSG00000203972	0	0	0	0
ENSG00000203985	0	0	0	0
ENSG00000203989	0	0	0	0
ENSG00000203995	524	611	292	161
ENSG00000204001	0	0	0	0
ENSG00000204003	0	0	0	0
ENSG00000204006	0	0	0	0
ENSG00000204007	0	0	0	0
ENSG00000204010	4	3	0	0
ENSG00000204019	1	0	0	0
ENSG00000204020	0	0	0	0
ENSG00000204021	0	0	0	0
ENSG00000204022	0	0	0	0
ENSG00000204025	0	0	0	0
ENSG00000204033	0	0	0	0
ENSG00000204052	2	4	12	8
ENSG00000204060	0	5	23	9
ENSG00000204065	0	0	0	2
ENSG00000204070	22	15	51	22
ENSG00000204071	0	0	0	0
ENSG00000204084	350	408	197	119
ENSG00000204086	9	6	0	0
ENSG00000204099	0	0	0	0
ENSG00000204103	4	4	56	39
ENSG00000204104	274	248	216	117
ENSG00000204116	39	43	22	17
ENSG00000204120	1377	1521	1158	691
ENSG00000204128	4	1	34	21
ENSG00000204130	231	311	224	107
ENSG00000204131	20	20	23	7
ENSG00000204138	305	346	308	168
ENSG00000204140	0	1	0	0
ENSG00000204147	3	1	5	2
ENSG00000204149	65	72	0	1
ENSG00000204152	75	97	34	35
ENSG00000204160	73	86	147	72
ENSG00000204161	0	0	0	0
ENSG00000204165	0	0	0	1
ENSG00000204172	86	70	1	2
ENSG00000204174	0	0	0	0
ENSG00000204175	1	2	0	1
ENSG00000204176	2	3	0	0
ENSG00000204178	277	343	302	173
ENSG00000204179	0	1	2	1
ENSG00000204183	0	0	0	0
ENSG00000204186	1070	1323	839	548
ENSG00000204193	0	0	0	0
ENSG00000204195	2	3	1	0
ENSG00000204209	603	747	395	235
ENSG00000204217	333	364	336	189
ENSG00000204219	7	5	4	1
ENSG00000204220	271	311	800	497
ENSG00000204227	206	209	253	177
ENSG00000204228	23	45	43	24
ENSG00000204231	160	178	276	125
ENSG00000204237	66	70	51	33
ENSG00000204246	6	3	0	0
ENSG00000204248	24	34	5	4
ENSG00000204252	3	3	27	12
ENSG00000204256	3284	3683	3614	2174
ENSG00000204257	3	3	14	12
ENSG00000204262	31	35	190	179
ENSG00000204264	1	0	0	0
ENSG00000204267	5	11	27	10
ENSG00000204271	36	29	12	9
ENSG00000204272	68	70	223	160
ENSG00000204278	0	0	0	0
ENSG00000204279	0	0	0	0
ENSG00000204287	0	0	12	1
ENSG00000204290	0	0	0	0
ENSG00000204291	0	0	8	0
ENSG00000204296	0	0	0	0
ENSG00000204300	0	0	0	0
ENSG00000204301	9	9	5	0
ENSG00000204304	138	145	167	101
ENSG00000204305	30	32	2	2
ENSG00000204308	83	112	192	110
ENSG00000204310	130	153	392	231
ENSG00000204311	11	15	4	2
ENSG00000204314	0	1	3	3
ENSG00000204315	155	164	74	47
ENSG00000204316	455	494	650	408
ENSG00000204323	3	2	0	1
ENSG00000204334	2	4	5	3
ENSG00000204335	0	0	5	0
ENSG00000204344	63	61	124	98
ENSG00000204345	0	0	0	0
ENSG00000204347	0	0	0	0
ENSG00000204348	174	239	253	178
ENSG00000204351	466	520	892	541
ENSG00000204352	14	16	0	0
ENSG00000204356	667	655	1037	649
ENSG00000204361	0	1	0	0
ENSG00000204363	0	0	0	0
ENSG00000204366	71	76	166	87
ENSG00000204370	59	67	109	75
ENSG00000204371	675	672	631	358
ENSG00000204379	0	0	0	0
ENSG00000204381	85	99	38	14
ENSG00000204382	0	0	0	0
ENSG00000204385	2	1	0	0
ENSG00000204386	220	236	338	207
ENSG00000204387	233	279	12	5
ENSG00000204388	298	336	599	356
ENSG00000204389	15	12	46	30
ENSG00000204390	2	5	4	12
ENSG00000204392	159	179	516	361
ENSG00000204394	1450	1645	2405	1442
ENSG00000204396	0	3	2	1
ENSG00000204397	0	0	0	0
ENSG00000204406	122	125	15	3
ENSG00000204410	1	2	0	1
ENSG00000204414	0	0	0	0
ENSG00000204420	0	0	0	0
ENSG00000204421	0	0	0	0
ENSG00000204422	0	0	0	0
ENSG00000204424	0	0	0	0
ENSG00000204427	157	173	150	74
ENSG00000204428	1	2	0	0
ENSG00000204435	301	348	1009	605
ENSG00000204438	67	101	110	61
ENSG00000204439	69	84	55	60
ENSG00000204442	0	0	1	0
ENSG00000204444	16	13	19	8
ENSG00000204449	0	0	0	0
ENSG00000204450	0	0	0	0
ENSG00000204463	1377	1574	3654	2214
ENSG00000204469	3191	3401	2700	1670
ENSG00000204472	0	0	0	0
ENSG00000204475	0	0	1	0
ENSG00000204478	0	0	0	0
ENSG00000204479	0	0	0	0
ENSG00000204480	0	0	0	0
ENSG00000204481	0	0	0	0
ENSG00000204482	0	0	0	0
ENSG00000204498	101	107	120	69
ENSG00000204501	0	0	0	0
ENSG00000204505	0	0	0	0
ENSG00000204510	0	0	0	0
ENSG00000204511	5	2	0	0
ENSG00000204514	56	61	8	8
ENSG00000204516	30	24	100	61
ENSG00000204518	0	0	0	0
ENSG00000204519	173	201	158	82
ENSG00000204520	86	105	125	63
ENSG00000204524	122	135	47	37
ENSG00000204525	723	759	1760	1055
ENSG00000204531	8	7	1	0
ENSG00000204532	0	0	0	0
ENSG00000204536	287	315	272	150
ENSG00000204538	0	0	0	0
ENSG00000204539	0	0	0	1
ENSG00000204540	0	0	0	0
ENSG00000204542	0	0	0	0
ENSG00000204544	0	0	0	0
ENSG00000204548	0	0	0	0
ENSG00000204560	892	1007	1037	631
ENSG00000204564	55	50	155	79
ENSG00000204568	344	395	1373	790
ENSG00000204569	521	634	803	449
ENSG00000204571	0	0	0	0
ENSG00000204572	0	0	0	0
ENSG00000204574	1310	1377	1589	988
ENSG00000204576	103	118	240	130
ENSG00000204577	7	18	1	0
ENSG00000204580	44	65	155	94
ENSG00000204583	0	0	0	0
ENSG00000204590	394	410	396	221
ENSG00000204592	205	213	258	175
ENSG00000204595	0	0	0	0
ENSG00000204599	22	27	15	7
ENSG00000204604	78	88	47	24
ENSG00000204610	0	0	0	0
ENSG00000204611	154	203	86	56
ENSG00000204612	1	0	17	20
ENSG00000204613	0	0	1	0
ENSG00000204614	0	1	0	0
ENSG00000204616	0	0	0	0
ENSG00000204618	4	6	0	0
ENSG00000204619	58	60	124	64
ENSG00000204624	3	3	4	1
ENSG00000204628	21626	24458	22151	13265
ENSG00000204632	0	0	1	2
ENSG00000204634	212	214	40	23
ENSG00000204640	0	0	0	0
ENSG00000204642	57	69	99	73
ENSG00000204644	0	0	1	0
ENSG00000204653	6	5	0	0
ENSG00000204655	1	0	0	0
ENSG00000204657	2	0	0	0
ENSG00000204659	8	5	0	0
ENSG00000204661	1	2	0	0
ENSG00000204669	0	0	0	0
ENSG00000204671	0	1	0	0
ENSG00000204673	65	88	184	90
ENSG00000204677	0	0	0	0
ENSG00000204681	101	115	27	18
ENSG00000204682	5	6	11	11
ENSG00000204683	8	5	0	0
ENSG00000204687	0	0	0	0
ENSG00000204688	0	0	0	0
ENSG00000204694	0	0	0	0
ENSG00000204695	0	0	0	0
ENSG00000204700	0	0	0	0
ENSG00000204701	1	0	0	0
ENSG00000204702	0	0	0	0
ENSG00000204703	0	1	0	0
ENSG00000204704	1	1	0	0
ENSG00000204710	8	15	0	2
ENSG00000204711	1	1	0	0
ENSG00000204713	1049	1097	693	397
ENSG00000204740	1	1	0	0
ENSG00000204764	541	638	157	89
ENSG00000204767	0	2	2	0
ENSG00000204779	0	0	0	0
ENSG00000204805	0	0	0	0
ENSG00000204815	26	31	11	3
ENSG00000204822	170	232	370	229
ENSG00000204839	10	15	11	3
ENSG00000204842	423	514	1334	874
ENSG00000204843	1934	2118	1509	833
ENSG00000204849	0	0	0	0
ENSG00000204851	0	0	1	0
ENSG00000204852	181	239	129	81
ENSG00000204856	289	319	818	464
ENSG00000204859	201	206	147	98
ENSG00000204866	0	1	0	0
ENSG00000204869	2	1	0	0
ENSG00000204873	0	0	0	0
ENSG00000204880	0	0	0	0
ENSG00000204882	0	0	1	0
ENSG00000204887	0	0	0	0
ENSG00000204889	0	0	0	0
ENSG00000204897	0	0	0	0
ENSG00000204899	134	168	333	212
ENSG00000204909	0	0	0	0
ENSG00000204913	0	0	1	0
ENSG00000204918	0	0	0	0
ENSG00000204919	0	0	0	0
ENSG00000204920	34	60	88	61
ENSG00000204922	90	92	90	26
ENSG00000204923	15	8	2	1
ENSG00000204928	0	0	0	0
ENSG00000204930	1	0	0	0
ENSG00000204936	0	0	0	0
ENSG00000204941	0	0	0	0
ENSG00000204946	124	130	37	30
ENSG00000204947	35	24	24	16
ENSG00000204950	1	0	0	0
ENSG00000204952	0	0	0	0
ENSG00000204954	34	30	102	49
ENSG00000204956	0	0	4	1
ENSG00000204961	0	0	0	0
ENSG00000204962	0	0	0	0
ENSG00000204963	0	0	0	0
ENSG00000204965	0	0	0	0
ENSG00000204967	0	0	0	0
ENSG00000204969	0	0	0	0
ENSG00000204970	0	0	3	4
ENSG00000204977	294	308	304	152
ENSG00000204978	0	0	0	0
