	SRR1795409_1	SRR1795425_1
ENSG00000160633	1173	1540
ENSG00000160654	0	2
ENSG00000160678	12	0
ENSG00000160679	585	815
ENSG00000160683	0	0
ENSG00000160685	44	51
ENSG00000160688	566	414
ENSG00000160691	155	224
ENSG00000160695	335	186
ENSG00000160703	155	88
ENSG00000160710	2829	2627
ENSG00000160712	5	10
ENSG00000160714	532	493
ENSG00000160716	0	0
ENSG00000160741	112	299
ENSG00000160746	354	214
ENSG00000160752	1454	1882
ENSG00000160753	268	224
ENSG00000160767	205	213
ENSG00000160781	10	2
ENSG00000160783	125	245
ENSG00000160785	113	122
ENSG00000160789	309	1216
ENSG00000160791	0	4
ENSG00000160796	599	136
ENSG00000160799	285	180
ENSG00000160801	4	3
ENSG00000160803	241	243
ENSG00000160808	0	0
ENSG00000160813	157	195
ENSG00000160818	869	527
ENSG00000160838	3	0
ENSG00000160856	0	0
ENSG00000160862	0	1
ENSG00000160867	109	36
ENSG00000160868	1	1
ENSG00000160870	0	0
ENSG00000160877	366	641
ENSG00000160882	0	0
ENSG00000160883	0	0
ENSG00000160886	0	2
ENSG00000160888	33	219
ENSG00000160908	234	108
ENSG00000160917	121	362
ENSG00000160932	140	498
ENSG00000160948	190	278
ENSG00000160949	564	267
ENSG00000160951	1	1
ENSG00000160953	286	148
ENSG00000160957	610	278
ENSG00000160959	118	96
ENSG00000160961	59	28
ENSG00000160963	8	27
ENSG00000160972	124	31
ENSG00000160973	1	0
ENSG00000160991	32	52
ENSG00000160993	93	131
ENSG00000160994	0	0
ENSG00000160999	15	26
ENSG00000161010	150	67
ENSG00000161011	851	1228
ENSG00000161013	616	147
ENSG00000161016	10419	9741
ENSG00000161021	408	407
ENSG00000161031	0	0
ENSG00000161036	367	694
ENSG00000161040	35	6
ENSG00000161048	80	59
ENSG00000161055	1	0
ENSG00000161057	1391	2724
ENSG00000161082	1	4
ENSG00000161091	167	128
ENSG00000161133	0	3
ENSG00000161179	448	475
ENSG00000161180	4	1
ENSG00000161202	214	378
ENSG00000161203	1536	2077
ENSG00000161204	288	297
ENSG00000161217	176	251
ENSG00000161243	5	25
ENSG00000161249	290	896
ENSG00000161265	22	31
ENSG00000161267	49	0
ENSG00000161270	0	2
ENSG00000161277	8	32
ENSG00000161281	2	0
ENSG00000161298	45	181
ENSG00000161328	2	0
ENSG00000161381	3	4
ENSG00000161395	16	30
ENSG00000161405	2	140
ENSG00000161509	6	4
ENSG00000161513	140	221
ENSG00000161526	443	525
ENSG00000161533	461	760
ENSG00000161542	226	255
ENSG00000161544	1	1
ENSG00000161547	1856	2543
ENSG00000161551	63	2
ENSG00000161558	26	16
ENSG00000161594	7	2
ENSG00000161609	0	0
ENSG00000161610	0	0
ENSG00000161618	301	221
ENSG00000161634	0	0
ENSG00000161638	154	315
ENSG00000161640	0	0
ENSG00000161642	23	251
ENSG00000161647	127	31
ENSG00000161649	1	1
ENSG00000161652	0	0
ENSG00000161653	18	7
ENSG00000161654	198	332
ENSG00000161664	16	14
ENSG00000161671	340	384
ENSG00000161677	39	85
ENSG00000161681	3	7
ENSG00000161682	54	97
ENSG00000161692	220	88
ENSG00000161714	110	74
ENSG00000161791	87	92
ENSG00000161798	0	0
ENSG00000161800	1036	1668
ENSG00000161807	0	0
ENSG00000161813	854	1153
ENSG00000161835	14	3
ENSG00000161847	341	1084
ENSG00000161849	0	1
ENSG00000161850	0	0
ENSG00000161860	17	7
ENSG00000161888	179	530
ENSG00000161896	5	1
ENSG00000161904	176	245
ENSG00000161905	0	0
ENSG00000161911	1	0
ENSG00000161914	37	35
ENSG00000161920	78	182
ENSG00000161921	10	187
ENSG00000161929	1	0
ENSG00000161939	15	209
ENSG00000161940	63	2
ENSG00000161944	0	0
ENSG00000161955	0	0
ENSG00000161956	114	108
ENSG00000161958	14	22
ENSG00000161960	10406	5686
ENSG00000161970	5356	1765
ENSG00000161973	0	0
ENSG00000161980	213	597
ENSG00000161981	251	127
ENSG00000161992	2	6
ENSG00000161996	360	70
ENSG00000161999	168	158
ENSG00000162004	34	0
ENSG00000162006	1	2
ENSG00000162009	0	1
ENSG00000162032	128	93
ENSG00000162039	6	2
ENSG00000162040	0	0
ENSG00000162062	188	158
ENSG00000162063	602	478
ENSG00000162065	54	46
ENSG00000162066	50	82
ENSG00000162068	17	4
ENSG00000162069	4	0
ENSG00000162073	45	77
ENSG00000162076	102	52
ENSG00000162078	0	0
ENSG00000162086	56	15
ENSG00000162104	280	190
ENSG00000162105	5	13
ENSG00000162129	925	622
ENSG00000162139	144	138
ENSG00000162144	83	61
ENSG00000162148	7	5
ENSG00000162174	180	236
ENSG00000162188	5	0
ENSG00000162191	416	633
ENSG00000162194	71	13
ENSG00000162222	107	116
ENSG00000162227	238	184
ENSG00000162231	473	612
ENSG00000162236	173	244
ENSG00000162241	9	8
ENSG00000162244	2993	3041
ENSG00000162267	2	1
ENSG00000162298	117	288
ENSG00000162300	96	134
ENSG00000162302	217	109
ENSG00000162337	445	207
ENSG00000162341	109	61
ENSG00000162344	0	0
ENSG00000162365	4	0
ENSG00000162366	0	0
ENSG00000162367	2	5
ENSG00000162368	360	804
ENSG00000162373	3	22
ENSG00000162374	0	0
ENSG00000162377	326	281
ENSG00000162378	567	566
ENSG00000162383	0	0
ENSG00000162384	169	224
ENSG00000162385	386	1062
ENSG00000162390	8	13
ENSG00000162391	2	1
ENSG00000162396	79	135
ENSG00000162398	0	0
ENSG00000162399	0	0
ENSG00000162402	3708	1121
ENSG00000162407	24	64
ENSG00000162408	790	1236
ENSG00000162409	414	434
ENSG00000162413	178	412
ENSG00000162415	108	99
ENSG00000162419	252	162
ENSG00000162426	1	3
ENSG00000162430	202	369
ENSG00000162433	89	167
ENSG00000162434	1358	1072
ENSG00000162437	569	385
ENSG00000162438	0	0
ENSG00000162441	195	222
ENSG00000162444	6	56
ENSG00000162456	0	0
ENSG00000162458	28	79
ENSG00000162460	1	0
ENSG00000162461	0	1
ENSG00000162482	19	0
ENSG00000162490	0	0
ENSG00000162493	53	374
ENSG00000162494	0	0
ENSG00000162496	127	142
ENSG00000162510	2	3
ENSG00000162511	0	1
ENSG00000162512	56	91
ENSG00000162517	402	875
ENSG00000162520	67	3
ENSG00000162521	2387	2685
ENSG00000162522	71	223
ENSG00000162526	65	1
ENSG00000162542	39	71
ENSG00000162543	0	0
ENSG00000162545	2	22
ENSG00000162551	11	13
ENSG00000162552	5	4
ENSG00000162571	0	0
ENSG00000162572	32	2
ENSG00000162576	9	1
ENSG00000162585	42	98
ENSG00000162591	13	8
ENSG00000162592	0	0
ENSG00000162594	0	0
ENSG00000162595	2	1
ENSG00000162598	0	2
ENSG00000162599	235	285
ENSG00000162600	546	193
ENSG00000162601	998	135
ENSG00000162604	228	218
ENSG00000162607	3373	1451
ENSG00000162613	2570	2292
ENSG00000162614	56	85
ENSG00000162616	84	75
ENSG00000162618	0	0
ENSG00000162620	31	2
ENSG00000162621	0	0
ENSG00000162623	342	212
ENSG00000162624	13	4
ENSG00000162627	295	177
ENSG00000162630	48	0
ENSG00000162631	2	0
ENSG00000162636	123	120
ENSG00000162639	0	0
ENSG00000162641	0	0
ENSG00000162642	222	262
ENSG00000162643	23	97
ENSG00000162645	1	10
ENSG00000162650	94	50
ENSG00000162654	0	0
ENSG00000162664	540	1223
ENSG00000162669	139	19
ENSG00000162670	22	0
ENSG00000162676	27	112
ENSG00000162687	103	0
ENSG00000162688	1310	1117
ENSG00000162692	0	0
ENSG00000162694	132	161
ENSG00000162695	303	513
ENSG00000162702	615	471
ENSG00000162704	400	551
ENSG00000162706	0	0
ENSG00000162711	0	0
ENSG00000162714	161	33
ENSG00000162722	3	31
ENSG00000162723	0	0
ENSG00000162727	0	0
ENSG00000162728	0	0
ENSG00000162729	163	157
ENSG00000162733	188	332
ENSG00000162734	102	435
ENSG00000162735	262	387
ENSG00000162736	493	920
ENSG00000162738	74	101
ENSG00000162739	0	0
ENSG00000162745	5	26
ENSG00000162746	3	10
ENSG00000162747	0	0
ENSG00000162753	1	0
ENSG00000162755	2	26
ENSG00000162757	31	33
ENSG00000162761	0	0
ENSG00000162763	0	0
ENSG00000162769	286	186
ENSG00000162771	0	0
ENSG00000162772	25	95
ENSG00000162775	1645	519
ENSG00000162777	8	0
ENSG00000162779	7	7
ENSG00000162782	1	0
ENSG00000162783	101	139
ENSG00000162804	29	12
ENSG00000162813	481	584
ENSG00000162814	30	6
ENSG00000162817	7	33
ENSG00000162819	462	483
ENSG00000162825	11	3
ENSG00000162836	221	118
ENSG00000162843	4	0
ENSG00000162849	42	61
ENSG00000162851	264	248
ENSG00000162852	186	72
ENSG00000162869	205	118
ENSG00000162873	0	1
ENSG00000162877	29	2
ENSG00000162878	51	13
ENSG00000162881	2	1
ENSG00000162882	8	19
ENSG00000162885	566	117
ENSG00000162889	320	180
ENSG00000162891	0	0
ENSG00000162892	0	0
ENSG00000162894	0	6
ENSG00000162896	0	0
ENSG00000162897	0	0
ENSG00000162909	1354	816
ENSG00000162910	462	444
ENSG00000162923	1273	796
ENSG00000162924	164	98
ENSG00000162927	52	41
ENSG00000162928	203	111
ENSG00000162929	127	110
ENSG00000162931	24	0
ENSG00000162944	12	5
ENSG00000162946	53	21
ENSG00000162949	0	0
ENSG00000162951	0	0
ENSG00000162959	170	158
ENSG00000162961	176	267
ENSG00000162971	101	76
ENSG00000162972	209	337
ENSG00000162975	1	3
ENSG00000162976	7	37
ENSG00000162980	262	19
ENSG00000162981	1	0
ENSG00000162989	0	19
ENSG00000162992	0	0
ENSG00000162994	48	17
ENSG00000162998	2	4
ENSG00000162999	16	59
ENSG00000163001	400	294
ENSG00000163002	328	353
ENSG00000163006	831	474
ENSG00000163012	0	0
ENSG00000163013	14	14
ENSG00000163017	0	88
ENSG00000163026	321	298
ENSG00000163029	1099	533
ENSG00000163032	3	2
ENSG00000163040	37	11
ENSG00000163041	1032	1086
ENSG00000163046	0	0
ENSG00000163050	832	575
ENSG00000163053	66	166
ENSG00000163060	7	1
ENSG00000163064	9	23
ENSG00000163069	127	374
ENSG00000163071	31	33
ENSG00000163072	54	0
ENSG00000163075	11	5
ENSG00000163081	1	1
ENSG00000163082	19	137
ENSG00000163083	5	14
ENSG00000163092	0	0
ENSG00000163093	11	17
ENSG00000163098	0	0
ENSG00000163104	950	772
ENSG00000163106	0	0
ENSG00000163110	244	981
ENSG00000163114	0	0
ENSG00000163116	1	2
ENSG00000163121	0	0
ENSG00000163125	604	596
ENSG00000163126	36	1
ENSG00000163131	9	16
ENSG00000163132	39	76
ENSG00000163138	68	90
ENSG00000163141	6	2
ENSG00000163145	2	0
ENSG00000163154	9	0
ENSG00000163155	77	65
ENSG00000163156	327	452
ENSG00000163157	9	0
ENSG00000163159	508	581
ENSG00000163161	948	547
ENSG00000163162	206	218
ENSG00000163166	1101	826
ENSG00000163170	162	202
ENSG00000163171	31	60
ENSG00000163191	24	913
ENSG00000163202	0	0
ENSG00000163206	0	0
ENSG00000163207	0	0
ENSG00000163209	0	0
ENSG00000163214	1053	641
ENSG00000163216	0	0
ENSG00000163217	0	0
ENSG00000163218	0	0
ENSG00000163219	0	0
ENSG00000163220	0	0
ENSG00000163221	0	0
ENSG00000163235	0	4
ENSG00000163239	0	0
ENSG00000163249	72	140
ENSG00000163251	36	136
ENSG00000163254	0	0
ENSG00000163257	284	283
ENSG00000163263	0	0
ENSG00000163273	7	56
ENSG00000163281	71	183
ENSG00000163283	0	13
ENSG00000163285	0	0
ENSG00000163286	0	2
ENSG00000163288	1	0
ENSG00000163291	181	169
ENSG00000163293	31	63
ENSG00000163295	0	1
ENSG00000163297	54	118
ENSG00000163312	293	80
ENSG00000163319	344	453
ENSG00000163320	365	381
ENSG00000163322	94	64
ENSG00000163328	72	45
ENSG00000163331	0	1
ENSG00000163344	78	291
ENSG00000163346	98	146
ENSG00000163347	2	68
ENSG00000163348	163	163
ENSG00000163349	587	576
ENSG00000163352	3	0
ENSG00000163354	2	0
ENSG00000163357	5	7
ENSG00000163359	6	4
ENSG00000163362	11	8
ENSG00000163374	462	256
ENSG00000163376	201	123
ENSG00000163377	0	0
ENSG00000163378	174	112
ENSG00000163380	0	2
ENSG00000163382	788	1269
ENSG00000163389	160	98
ENSG00000163393	39	11
ENSG00000163394	0	1
ENSG00000163395	2	0
ENSG00000163399	5339	8473
ENSG00000163406	10	0
ENSG00000163412	48	56
ENSG00000163421	7	24
ENSG00000163424	0	0
ENSG00000163428	488	405
ENSG00000163430	267	1432
ENSG00000163431	10	20
ENSG00000163435	1	1
ENSG00000163440	0	0
ENSG00000163444	531	51
ENSG00000163449	1	2
ENSG00000163453	18	46
ENSG00000163462	12	11
ENSG00000163463	359	1014
ENSG00000163464	0	0
ENSG00000163466	969	2723
ENSG00000163467	8	16
ENSG00000163468	9338	11596
ENSG00000163472	16	14
ENSG00000163479	582	1006
ENSG00000163481	221	376
ENSG00000163482	339	153
ENSG00000163485	4	3
ENSG00000163491	84	19
ENSG00000163492	0	1
ENSG00000163497	0	1
ENSG00000163499	1	0
ENSG00000163501	1	0
ENSG00000163507	1695	909
ENSG00000163508	16	24
ENSG00000163510	682	439
ENSG00000163512	442	81
ENSG00000163513	61	99
ENSG00000163515	0	0
ENSG00000163516	263	202
ENSG00000163517	34	48
ENSG00000163518	0	0
ENSG00000163519	0	0
ENSG00000163520	10	0
ENSG00000163521	52	32
ENSG00000163527	2062	1222
ENSG00000163528	150	209
ENSG00000163530	0	0
ENSG00000163531	21	4
ENSG00000163534	0	0
ENSG00000163535	681	547
ENSG00000163536	43	63
ENSG00000163539	470	179
ENSG00000163541	620	1001
ENSG00000163545	6	12
ENSG00000163554	0	0
ENSG00000163558	491	408
ENSG00000163563	0	0
ENSG00000163564	0	0
ENSG00000163565	0	7
ENSG00000163568	0	0
ENSG00000163576	6	2
ENSG00000163577	60	83
ENSG00000163581	2	0
ENSG00000163584	661	105
ENSG00000163586	0	0
ENSG00000163590	69	151
ENSG00000163596	60	40
ENSG00000163599	0	0
ENSG00000163600	0	0
ENSG00000163602	107	225
ENSG00000163605	991	326
ENSG00000163606	8	0
ENSG00000163607	295	218
ENSG00000163608	669	266
ENSG00000163611	0	0
ENSG00000163617	47	14
ENSG00000163618	0	55
ENSG00000163623	17	47
ENSG00000163624	127	172
ENSG00000163625	1485	449
ENSG00000163626	103	219
ENSG00000163629	1780	935
ENSG00000163630	0	0
ENSG00000163631	4	0
ENSG00000163632	14	0
ENSG00000163633	0	0
ENSG00000163634	592	531
ENSG00000163635	25	7
ENSG00000163636	1745	2157
ENSG00000163637	6	63
ENSG00000163638	121	17
ENSG00000163644	149	128
ENSG00000163645	2	2
ENSG00000163646	0	0
ENSG00000163655	1755	2237
ENSG00000163659	279	359
ENSG00000163660	631	124
ENSG00000163661	4	94
ENSG00000163666	9	5
ENSG00000163673	2	7
ENSG00000163681	859	217
ENSG00000163682	4155	3071
ENSG00000163683	5	35
ENSG00000163684	230	151
ENSG00000163686	75	63
ENSG00000163687	0	1
ENSG00000163689	52	12
ENSG00000163694	13	144
ENSG00000163697	87	137
ENSG00000163701	0	6
ENSG00000163702	27	48
ENSG00000163703	65	50
ENSG00000163704	45	30
ENSG00000163705	4	0
ENSG00000163710	244	227
ENSG00000163714	4966	1885
ENSG00000163719	311	295
ENSG00000163728	370	287
ENSG00000163734	1	1
ENSG00000163735	0	0
ENSG00000163736	0	0
ENSG00000163737	0	1
ENSG00000163738	61	71
ENSG00000163739	0	0
ENSG00000163743	233	271
ENSG00000163746	0	3
ENSG00000163749	0	0
ENSG00000163751	0	0
ENSG00000163754	233	508
ENSG00000163755	455	297
ENSG00000163762	0	0
ENSG00000163781	1920	1134
ENSG00000163785	573	115
ENSG00000163788	286	123
ENSG00000163792	0	0
ENSG00000163793	3	0
ENSG00000163794	2	0
ENSG00000163795	84	36
ENSG00000163798	533	457
ENSG00000163803	0	1
ENSG00000163806	22	0
ENSG00000163807	99	117
ENSG00000163808	916	261
ENSG00000163810	2	0
ENSG00000163811	2636	1656
ENSG00000163812	389	74
ENSG00000163814	0	8
ENSG00000163815	2	2
ENSG00000163817	0	0
ENSG00000163818	212	236
ENSG00000163820	442	239
ENSG00000163823	0	0
ENSG00000163825	0	0
ENSG00000163827	0	0
ENSG00000163832	339	300
ENSG00000163833	0	0
ENSG00000163840	61	179
ENSG00000163848	505	292
ENSG00000163864	4	8
ENSG00000163866	94	141
ENSG00000163867	110	67
ENSG00000163870	153	153
ENSG00000163872	564	413
ENSG00000163873	1	13
ENSG00000163874	27	43
ENSG00000163875	203	429
ENSG00000163877	154	220
ENSG00000163879	2	0
ENSG00000163882	409	653
ENSG00000163884	54	60
ENSG00000163885	12	0
ENSG00000163888	1	15
ENSG00000163898	0	30
ENSG00000163900	70	100
ENSG00000163902	2720	3030
ENSG00000163904	416	253
ENSG00000163909	6	61
ENSG00000163913	239	213
ENSG00000163914	0	0
ENSG00000163918	715	834
ENSG00000163923	30	66
ENSG00000163930	1034	230
ENSG00000163931	2889	5619
ENSG00000163932	155	338
ENSG00000163933	438	256
ENSG00000163935	461	97
ENSG00000163938	5259	2186
ENSG00000163939	2346	1009
ENSG00000163945	118	41
ENSG00000163946	2057	583
ENSG00000163947	88	117
ENSG00000163950	549	841
ENSG00000163956	1081	1030
ENSG00000163958	0	1
ENSG00000163959	5	0
ENSG00000163960	231	637
ENSG00000163961	365	152
ENSG00000163964	125	138
ENSG00000163975	35	42
ENSG00000163982	0	0
ENSG00000163993	4	1
ENSG00000163995	12	5
ENSG00000164002	27	82
ENSG00000164007	0	0
ENSG00000164008	46	76
ENSG00000164010	61	16
ENSG00000164011	71	76
ENSG00000164022	575	642
ENSG00000164023	67	123
ENSG00000164024	507	683
ENSG00000164031	131	129
ENSG00000164032	3883	3955
ENSG00000164035	0	1
ENSG00000164037	1	0
ENSG00000164038	138	98
ENSG00000164039	136	248
ENSG00000164040	116	353
ENSG00000164045	949	810
ENSG00000164047	0	0
ENSG00000164048	242	158
ENSG00000164049	11	1
ENSG00000164050	80	57
ENSG00000164051	300	287
ENSG00000164053	414	171
ENSG00000164054	139	178
ENSG00000164056	82	67
ENSG00000164061	171	30
ENSG00000164062	1003	850
ENSG00000164066	335	118
ENSG00000164068	644	231
ENSG00000164070	1078	1489
ENSG00000164073	198	200
ENSG00000164074	147	146
ENSG00000164076	75	26
ENSG00000164077	170	71
ENSG00000164078	14	7
ENSG00000164080	1049	254
ENSG00000164081	292	287
ENSG00000164082	2	0
ENSG00000164086	87	138
ENSG00000164087	210	202
ENSG00000164088	46	11
ENSG00000164089	9	28
ENSG00000164091	709	712
ENSG00000164093	42	114
ENSG00000164096	170	153
ENSG00000164099	84	74
ENSG00000164100	3	0
ENSG00000164104	2369	2319
ENSG00000164105	150	177
ENSG00000164106	3	0
ENSG00000164107	3	2
ENSG00000164109	931	987
ENSG00000164111	1474	2332
ENSG00000164112	0	1
ENSG00000164113	0	0
ENSG00000164114	362	264
ENSG00000164116	99	88
ENSG00000164117	117	86
ENSG00000164118	193	149
ENSG00000164120	20	67
ENSG00000164122	0	0
ENSG00000164123	1	0
ENSG00000164124	71	52
ENSG00000164125	0	0
ENSG00000164128	20	0
ENSG00000164129	11	0
ENSG00000164134	2638	2960
ENSG00000164136	0	0
ENSG00000164142	97	43
ENSG00000164144	235	382
ENSG00000164151	1633	363
ENSG00000164161	28	31
ENSG00000164162	76	89
ENSG00000164163	2028	1642
ENSG00000164164	636	169
ENSG00000164167	179	279
ENSG00000164168	258	164
ENSG00000164169	301	235
ENSG00000164171	109	189
ENSG00000164172	233	177
ENSG00000164175	3	0
ENSG00000164176	10	486
ENSG00000164180	220	249
ENSG00000164181	62	170
ENSG00000164182	158	150
ENSG00000164185	3	0
ENSG00000164187	165	112
ENSG00000164188	5	4
ENSG00000164190	1862	915
ENSG00000164197	22	16
ENSG00000164199	1498	355
ENSG00000164209	449	781
ENSG00000164211	78	247
ENSG00000164219	245	286
ENSG00000164220	3	1
ENSG00000164221	172	273
ENSG00000164236	5	9
ENSG00000164237	90	1035
ENSG00000164241	20	13
ENSG00000164244	290	853
ENSG00000164251	90	243
ENSG00000164252	86	35
ENSG00000164253	660	661
ENSG00000164256	3	1
ENSG00000164258	293	513
ENSG00000164265	0	0
ENSG00000164266	0	0
ENSG00000164270	0	0
ENSG00000164283	0	0
ENSG00000164284	197	410
ENSG00000164287	1	1
ENSG00000164291	90	122
ENSG00000164292	305	795
ENSG00000164294	154	158
ENSG00000164296	50	83
ENSG00000164299	0	0
ENSG00000164300	64	104
ENSG00000164303	0	0
ENSG00000164304	4	0
ENSG00000164305	178	450
ENSG00000164306	114	140
ENSG00000164307	66	174
ENSG00000164308	8	150
ENSG00000164309	27	1
ENSG00000164318	8	52
ENSG00000164323	345	453
ENSG00000164325	0	0
ENSG00000164326	0	0
ENSG00000164327	656	463
ENSG00000164329	334	383
ENSG00000164330	5	6
ENSG00000164331	73	56
ENSG00000164332	301	656
ENSG00000164334	0	1
ENSG00000164338	566	451
ENSG00000164342	0	19
ENSG00000164344	2	1
ENSG00000164346	703	377
ENSG00000164347	782	406
ENSG00000164362	44	4
ENSG00000164363	0	0
ENSG00000164366	114	193
ENSG00000164379	0	32
ENSG00000164393	0	4
ENSG00000164398	6	0
ENSG00000164399	0	0
ENSG00000164400	0	0
ENSG00000164402	536	616
ENSG00000164403	72	71
ENSG00000164404	3	0
ENSG00000164405	880	2023
ENSG00000164406	9	0
ENSG00000164411	0	0
ENSG00000164414	108	206
ENSG00000164418	10	0
ENSG00000164430	6	1
ENSG00000164434	0	0
ENSG00000164438	3	143
ENSG00000164440	2	44
ENSG00000164442	68	278
ENSG00000164451	0	1
ENSG00000164458	0	7
ENSG00000164463	99	37
ENSG00000164465	148	105
ENSG00000164466	1293	2132
ENSG00000164483	1	0
ENSG00000164484	3	7
ENSG00000164485	0	0
ENSG00000164488	0	0
ENSG00000164494	111	153
ENSG00000164500	0	0
ENSG00000164506	496	187
ENSG00000164508	0	8
ENSG00000164509	0	0
ENSG00000164512	0	0
ENSG00000164520	0	0
ENSG00000164530	0	0
ENSG00000164532	54	53
ENSG00000164535	121	194
ENSG00000164542	205	216
ENSG00000164543	228	340
ENSG00000164548	652	1205
ENSG00000164574	58	60
ENSG00000164576	81	62
ENSG00000164587	8876	5520
ENSG00000164588	0	4
ENSG00000164591	0	0
ENSG00000164597	470	779
ENSG00000164600	0	0
ENSG00000164603	94	149
ENSG00000164604	2	13
ENSG00000164609	594	761
ENSG00000164610	57	77
ENSG00000164611	810	1772
ENSG00000164615	279	311
ENSG00000164619	21	6
ENSG00000164620	37	3
ENSG00000164626	30	70
ENSG00000164627	20	30
ENSG00000164631	343	198
ENSG00000164638	12	8
ENSG00000164645	0	0
ENSG00000164647	41	63
ENSG00000164649	458	563
ENSG00000164651	3	20
ENSG00000164654	543	232
ENSG00000164659	205	63
ENSG00000164663	71	20
ENSG00000164674	9	2
ENSG00000164675	12	16
ENSG00000164683	750	173
ENSG00000164684	88	48
ENSG00000164687	144	213
ENSG00000164690	1	0
ENSG00000164691	5	0
ENSG00000164692	0	0
ENSG00000164694	28	13
ENSG00000164695	20	120
ENSG00000164707	33	8
ENSG00000164708	34	10
ENSG00000164713	62	175
ENSG00000164715	529	270
ENSG00000164729	0	0
ENSG00000164733	185	739
ENSG00000164736	0	0
ENSG00000164741	193	271
ENSG00000164742	185	23
ENSG00000164743	1	10
ENSG00000164744	11	0
ENSG00000164746	0	2
ENSG00000164749	10	21
ENSG00000164751	195	70
ENSG00000164754	1703	1940
ENSG00000164756	2	0
ENSG00000164758	98	115
ENSG00000164761	0	1
ENSG00000164764	2	0
ENSG00000164776	24	1
ENSG00000164778	77	103
ENSG00000164794	1	0
ENSG00000164796	0	0
ENSG00000164808	526	259
ENSG00000164815	519	960
ENSG00000164816	0	0
ENSG00000164818	422	1224
ENSG00000164821	0	0
ENSG00000164822	0	0
ENSG00000164823	204	181
ENSG00000164825	0	1
ENSG00000164828	547	890
ENSG00000164830	367	375
ENSG00000164841	16	14
ENSG00000164849	10	7
ENSG00000164850	20	0
ENSG00000164853	62	2
ENSG00000164855	1	0
ENSG00000164867	1	4
ENSG00000164871	0	0
ENSG00000164877	27	26
ENSG00000164879	1	0
ENSG00000164880	1311	981
ENSG00000164885	210	338
ENSG00000164889	576	568
ENSG00000164893	0	0
ENSG00000164896	395	107
ENSG00000164897	122	225
ENSG00000164898	74	106
ENSG00000164900	9	11
ENSG00000164902	568	704
ENSG00000164904	590	1074
ENSG00000164916	155	369
ENSG00000164919	645	1507
ENSG00000164920	20	40
ENSG00000164924	1403	1677
ENSG00000164929	1	5
ENSG00000164930	399	227
ENSG00000164932	15	5
ENSG00000164933	58	60
ENSG00000164934	1002	1242
ENSG00000164935	0	0
ENSG00000164938	31	83
ENSG00000164941	1201	728
ENSG00000164944	1570	1001
ENSG00000164946	4	7
ENSG00000164949	5	34
ENSG00000164951	157	116
ENSG00000164953	241	159
ENSG00000164961	804	515
ENSG00000164967	115	197
