	untr_a_hek	untr_b_hek	isrib_a_hek	isrib_b_hek
NCOR2	796	571	358	572
NCR3LG1	578	513	524	446
NCS1	280	242	251	156
NCSTN	1005	801	798	843
NDC1	2126	1750	2212	1481
NDC80	1286	1186	1146	809
NDE1	423	360	358	311
NDEL1	447	424	432	372
NDFIP1	665	608	532	445
NDFIP2	547	486	562	335
NDNF	55	40	46	40
NDOR1	260	251	261	196
NDRG1	298	318	348	257
NDRG2	138	105	139	89
NDRG3	489	421	518	389
NDRG4	102	82	100	82
NDST1	701	570	570	507
NDST2	71	63	60	62
NDUFA1	2234	2235	1816	1109
NDUFA10	1768	1665	1698	1176
NDUFA11	38	43	33	26
NDUFA12	1124	1003	1092	634
NDUFA13	476	485	393	318
NDUFA2	560	496	577	355
NDUFA3	385	315	425	227
NDUFA4	639	469	777	353
NDUFA5	488	451	399	285
NDUFA6	951	933	893	575
NDUFA8	798	799	852	509
NDUFA9	318	285	367	260
NDUFAB1	1238	1077	1169	693
NDUFAF1	415	414	373	266
NDUFAF2	226	192	295	179
NDUFAF3	919	816	811	599
NDUFAF4	974	990	912	571
NDUFAF5	502	469	458	326
NDUFAF6	366	303	322	252
NDUFAF7	482	482	431	320
NDUFAF8	63	61	43	26
NDUFB1	697	618	590	294
NDUFB10	2273	2067	2431	1577
NDUFB11	1360	1338	1172	860
NDUFB2	778	705	664	465
NDUFB3	604	546	591	337
NDUFB4	978	778	1123	661
NDUFB5	543	547	482	278
NDUFB6	1335	1179	1070	730
NDUFB7	771	784	720	475
NDUFB8	338	258	373	252
NDUFB9	1966	1998	1480	1103
NDUFC1	535	426	466	281
NDUFC2	452	564	259	205
NDUFS1	3661	3292	3431	2397
NDUFS2	2506	2318	2234	1601
NDUFS3	1498	1355	1370	1064
NDUFS4	581	577	533	386
NDUFS5	2164	2250	1988	1286
NDUFS6	596	650	588	337
NDUFS7	589	550	607	405
NDUFS8	1126	994	1150	798
NDUFV1	3169	2888	2860	2115
NDUFV2	723	652	710	479
NDUFV3	1108	1051	1045	794
NEB	316	328	248	228
NEBL	148	132	139	112
NECAB3	193	162	142	148
NECAP1	394	382	345	274
NECAP2	373	350	374	251
NECTIN1	89	69	60	65
NECTIN2	320	261	245	243
NECTIN3	896	793	929	642
NEDD1	864	790	806	629
NEDD4	300	275	307	227
NEDD4L	245	209	285	166
NEDD8	139	136	143	101
NEDD9	30	29	21	40
NEFL	421	419	371	299
NEFM	677	661	563	548
NEIL1	167	152	136	146
NEIL2	80	70	56	45
NEIL3	866	789	750	570
NEK1	1398	1282	1183	1037
NEK10	158	132	99	86
NEK11	97	104	82	76
NEK2	1087	1094	1012	753
NEK3	429	388	392	292
NEK4	2045	1857	1950	1546
NEK6	283	257	271	226
NEK7	500	450	568	376
NEK9	1883	1609	1599	1362
NELFA	444	428	410	397
NELFB	1008	933	974	773
NELFCD	1679	1652	1807	1319
NELFE	1298	1148	1243	850
NELL2	545	512	519	377
NEMF	1867	1750	1717	1329
NEMP1	808	756	632	557
NEMP2	129	110	102	77
NENF	842	776	717	476
NEO1	1219	1051	974	958
NEPRO	1414	1292	1255	958
NES	60	50	44	35
NET1	1562	1570	1697	1189
NETO2	1447	1318	1344	951
NEU1	454	439	475	345
NEU3	336	267	302	251
NEURL2	22	20	19	20
NEURL4	1019	909	820	740
NEXMIF	40	28	36	34
NEXN	140	130	130	105
NF1	3605	2978	2750	2786
NF2	2003	1803	1553	1422
NFASC	34	12	23	20
NFAT5	1280	1091	1081	1172
NFATC1	69	62	47	46
NFATC2IP	587	529	474	464
NFATC3	1316	1060	1311	1116
NFATC4	65	50	50	45
NFE2L1	1049	991	1134	931
NFE2L2	828	705	663	625
NFE2L3	479	425	580	468
NFIA	486	446	375	381
NFIB	201	153	143	157
NFIC	72	54	36	59
NFIL3	240	195	198	212
NFIX	109	78	48	83
NFKB1	911	927	809	643
NFKB2	162	148	115	119
NFKBIA	237	236	333	217
NFKBIB	297	231	232	155
NFKBIE	68	60	54	24
NFKBIL1	206	192	190	137
NFKBIZ	76	79	95	87
NFRKB	2004	1627	1800	1575
NFS1	347	273	291	242
NFU1	597	557	639	366
NFX1	1721	1453	1442	1414
NFXL1	1061	1008	854	750
NFYA	457	364	348	372
NFYB	345	345	350	255
NFYC	547	445	518	432
NGDN	1268	1317	1148	859
NGEF	77	64	74	67
NGLY1	1488	1331	1328	982
NGRN	1425	1406	1467	1057
NHEJ1	290	230	241	209
NHLRC2	1175	984	1037	879
NHLRC3	242	229	192	148
NHP2	1867	1862	1950	1168
NHS	45	32	33	26
NHSL1	288	246	233	252
NHSL2	41	33	22	41
NID1	1425	1183	958	1253
NID2	333	269	269	262
NIF3L1	822	772	808	582
NIFK	1512	1285	1570	1026
NIN	3658	3430	3089	2502
NINJ1	42	37	44	34
NINL	447	426	344	311
NIP7	910	799	782	539
NIPA1	58	47	48	45
NIPA2	835	752	890	574
NIPAL1	70	60	47	36
NIPAL2	50	41	50	40
NIPAL3	341	284	336	243
NIPBL	4032	3534	3338	3297
NIPSNAP1	702	647	762	485
NIPSNAP2	832	813	863	559
NIPSNAP3A	464	500	404	317
NISCH	1813	1590	1677	1478
NIT1	306	256	295	203
NIT2	684	620	741	451
NKAP	1064	995	1004	826
NKAPD1	808	728	749	560
NKD1	32	31	25	19
NKD2	84	73	66	60
NKIRAS1	179	185	159	133
NKIRAS2	282	282	258	202
NKRF	2189	1992	2079	1741
NKTR	4769	4047	4544	3714
NKX2-5	171	159	180	134
NKX6-1	44	46	43	33
NLE1	649	513	658	506
NLGN1	186	161	198	129
NLGN2	154	104	64	111
NLK	174	126	198	127
NLN	1517	1449	1390	1160
NLRC4	47	35	30	48
NLRC5	19	18	31	22
NLRP14	47	60	60	40
NLRX1	341	281	282	232
NMB	78	60	93	36
NMD3	1727	1715	1566	1090
NME1	1878	1655	1945	1190
NME1-NME2	254	224	262	85
NME3	323	341	252	183
NME4	774	677	687	480
NME5	16	19	15	12
NME6	297	258	250	232
NME7	433	410	361	311
NMI	29	32	20	16
NMNAT1	151	166	157	102
NMNAT3	14	16	19	15
NMRAL1	344	312	313	248
NMRK1	67	56	66	42
NMT1	1618	1513	1754	1269
NMT2	586	559	529	446
NMU	115	92	108	75
NNT	2079	1735	1903	1443
NOA1	893	854	826	684
NOB1	819	776	805	614
NOC2L	3328	3288	3465	2533
NOC3L	2647	2455	2499	1820
NOC4L	423	360	426	335
NOCT	470	341	471	383
NOD1	130	110	104	100
NOL10	2417	2276	2240	1598
NOL11	3653	3331	3666	2728
NOL12	32	38	39	14
NOL4	25	18	20	16
NOL4L	22	21	17	16
NOL6	1275	1056	1238	1041
NOL7	2080	2168	1940	1407
NOL8	2768	2556	2215	1946
NOL9	1667	1393	1499	1271
NOLC1	5076	4895	5285	3993
NOM1	898	917	938	737
NOMO1	561	476	564	485
NOMO2	152	117	177	167
NOMO3	187	120	173	160
NONO	7608	7402	7696	5876
NOP10	491	458	465	290
NOP14	4243	4248	3975	3254
NOP16	1271	1337	1163	770
NOP2	2921	2723	2841	2287
NOP53	1290	1360	1276	909
NOP56	9100	8475	8811	6555
NOP58	6089	5877	5588	4040
NOP9	766	697	706	619
NOS1AP	60	46	31	49
NOS2	44	26	29	22
NOSIP	932	830	924	673
NOSTRIN	112	97	100	125
NOTCH1	364	243	273	308
NOTCH2	4741	4079	3606	3582
NOTCH3	267	169	141	199
NOTCH4	18	11	15	13
NOVA1	83	80	57	62
NOXA1	33	42	47	38
NOXO1	102	68	75	78
NPAS1	92	74	69	67
NPAS2	52	40	38	47
NPAT	1822	1466	1810	1380
NPC1	724	624	634	621
NPC2	477	439	407	258
NPDC1	157	163	143	126
NPEPL1	79	78	63	76
NPEPPS	2625	2322	1671	1765
NPHP1	244	221	242	136
NPHP3	541	507	451	364
NPHP4	454	353	324	375
NPIPB4	34	32	14	40
NPL	91	118	94	85
NPLOC4	1633	1435	1634	1350
NPM1	13397	13466	12835	9388
NPM3	1247	1297	1099	799
NPNT	94	75	70	59
NPRL2	571	492	600	419
NPRL3	217	166	139	210
NPTN	774	675	741	530
NPTX1	183	162	149	139
NPTX2	102	80	97	91
NPY1R	36	29	43	21
NQO1	134	132	119	126
NQO2	408	384	370	257
NR1D2	1292	1150	1212	943
NR1H2	184	167	227	142
NR1H3	112	100	140	89
NR1I3	77	57	67	57
NR2C1	867	724	733	599
NR2C2	815	631	589	599
NR2C2AP	206	208	239	172
NR2F1	292	251	296	310
NR2F2	413	350	317	310
NR2F6	265	242	164	130
NR3C1	782	689	636	535
NR3C2	383	351	379	289
NR4A1	36	34	49	20
NR5A2	26	29	25	18
NR6A1	296	240	239	258
NRARP	42	45	38	36
NRAS	992	813	998	728
NRBF2	167	119	158	97
NRBP1	1077	923	1136	953
NRBP2	54	46	62	43
NRCAM	225	208	203	164
NRDC	4439	4104	3773	3205
NRDE2	1334	1209	1151	994
NREP	54	41	47	43
NRF1	507	441	501	419
NRIP1	895	771	897	690
NRIP2	48	44	29	47
NRIP3	121	90	100	72
NRK	20	23	17	18
NRM	29	27	32	20
NRN1	132	124	130	101
NRP1	550	569	533	435
NRP2	140	111	122	113
NRSN2	75	78	60	80
NRXN2	21	22	13	18
NRXN3	175	159	170	167
NSA2	1105	1071	1199	731
NSD1	9308	8645	7150	6676
NSD2	4590	4106	3469	3311
NSD3	1855	1568	1526	1412
NSDHL	811	690	902	705
NSF	679	677	628	509
NSFL1C	760	682	731	577
NSG1	31	34	27	23
NSL1	959	890	906	668
NSMAF	841	692	761	617
NSMCE1	553	521	488	368
NSMCE2	499	459	510	343
NSMCE3	286	259	267	198
NSMCE4A	1376	1319	1169	828
NSMF	844	691	724	631
NSRP1	236	250	267	187
NSUN2	3366	3442	3150	2527
NSUN3	396	348	345	276
NSUN4	336	317	320	302
NSUN5	374	399	378	292
NSUN6	560	523	457	385
NT5C	324	287	317	221
NT5C2	617	535	597	473
NT5C3A	347	288	373	227
NT5C3B	1637	1384	1703	1145
NT5DC1	867	765	828	702
NT5DC2	2343	2057	2371	1887
NT5DC3	413	410	339	331
NT5M	41	35	45	31
NTAN1	274	216	277	176
NTHL1	706	709	659	461
NTMT1	652	663	745	517
NTN1	88	92	86	87
NTN3	33	32	17	21
NTPCR	759	663	755	491
NUAK1	189	175	176	156
NUAK2	16	15	15	25
NUB1	1208	1083	1242	905
NUBP1	357	350	387	252
NUBP2	562	605	495	391
NUBPL	308	289	235	177
NUCB1	668	613	640	534
NUCB2	827	858	848	556
NUCKS1	10484	10791	10210	7769
NUDC	1829	1994	2012	1374
NUDCD1	1069	1012	908	636
NUDCD2	418	470	362	226
NUDCD3	583	570	605	452
NUDT1	317	334	303	222
NUDT10	24	26	21	20
NUDT11	90	73	59	53
NUDT12	633	575	547	390
NUDT13	191	173	158	163
NUDT14	85	86	94	60
NUDT15	374	369	274	268
NUDT16	116	96	94	61
NUDT16L1	141	147	118	93
NUDT17	65	60	48	48
NUDT18	36	34	35	21
NUDT19	367	348	320	269
NUDT2	182	196	172	143
NUDT21	1408	1286	1464	884
NUDT22	172	187	187	105
NUDT3	31	37	36	12
NUDT4	39	37	39	18
NUDT5	1817	1616	1580	1141
NUDT6	147	108	131	81
NUDT7	50	49	63	38
NUDT8	87	89	81	48
NUDT9	273	293	262	211
NUF2	1187	1128	1230	850
NUFIP1	464	421	377	332
NUFIP2	2097	1929	2058	1707
NUMA1	3456	3081	3024	2895
NUMB	452	394	424	399
NUMBL	163	155	94	119
NUP107	4360	4174	3992	2813
NUP133	9312	8450	8251	6078
NUP153	7604	6078	7388	6175
NUP155	7721	6464	7277	5499
NUP160	5303	4570	4202	3729
NUP188	5513	4858	4688	4671
NUP205	10674	9367	10145	7537
NUP210	3591	2956	3050	3145
NUP210L	57	48	60	34
NUP214	1974	1599	1469	1771
NUP35	707	531	698	509
NUP37	1106	994	1147	753
NUP43	1900	1591	1832	1364
NUP50	740	720	675	541
NUP54	1855	1638	1955	1271
NUP58	1484	1228	1576	1149
NUP62	738	598	812	647
NUP62CL	180	138	203	141
NUP85	1843	1647	1845	1350
NUP88	2535	2234	2573	1887
NUP93	3373	3152	3200	2265
NUP98	5364	4485	5356	4094
NUPL2	947	798	950	642
NUS1	233	216	176	164
NUSAP1	2080	1798	2317	1527
NUTF2	738	486	865	490
NVL	2990	2619	2618	2122
NXF1	976	987	1055	927
NXN	186	171	198	153
NXPE3	585	489	494	402
NXPH4	15	12	18	18
NXT1	248	240	213	171
NXT2	175	140	154	112
NYNRIN	97	82	64	95
OAF	152	135	129	120
OARD1	109	92	113	60
OAT	3791	3488	4144	2581
OAZ1	7219	5925	8092	5512
OAZ2	261	245	181	166
OAZ3	22	13	20	18
OBSCN	436	352	311	308
OBSL1	1192	1195	1019	904
OCA2	59	70	47	47
OCIAD1	1017	930	1041	737
OCLN	250	234	240	183
OCRL	1619	1448	1347	1197
ODC1	9046	8519	8238	5648
ODF2	1622	1495	1419	1257
ODF2L	841	854	683	575
ODF3B	32	21	11	18
ODR4	934	839	871	638
OFD1	1052	1006	1010	825
OGA	4108	3614	3371	2932
OGDH	1118	1002	986	922
OGDHL	419	416	394	310
OGFOD1	1777	1721	1440	1256
OGFOD2	120	112	129	85
OGFOD3	203	189	164	133
OGFR	639	618	586	443
OGFRL1	465	460	443	319
OGG1	173	142	155	136
OGN	101	93	53	88
OGT	5322	4630	4737	3766
OIP5	302	252	276	171
OLA1	2113	2140	2028	1403
OMA1	1168	1051	1199	787
OMD	123	102	65	123
OMG	74	87	54	54
ONECUT2	58	58	54	66
OPA1	3001	2822	2569	1982
OPHN1	252	198	193	167
OPN1SW	37	38	28	33
OPN3	88	71	61	57
OPTN	166	142	164	89
ORAI1	73	39	82	49
ORAI2	77	48	45	47
ORAI3	38	27	21	16
ORC1	1732	1562	1722	1330
ORC2	1339	1277	1345	988
ORC3	1311	1129	1303	982
ORC4	1109	1072	1122	809
ORC5	990	888	865	640
ORC6	871	877	775	668
ORMDL1	401	357	480	269
ORMDL2	273	245	270	164
ORMDL3	104	102	120	75
OS9	1922	1843	1911	1393
OSBP	1302	1190	1023	977
OSBP2	132	92	104	111
OSBPL10	97	88	98	94
OSBPL11	1006	847	944	810
OSBPL1A	527	509	462	384
OSBPL2	434	383	403	329
OSBPL3	758	684	634	565
OSBPL5	111	108	114	96
OSBPL6	659	529	521	452
OSBPL8	1922	1792	1826	1359
OSBPL9	1911	1730	1938	1362
OSCP1	104	91	87	67
OSER1	454	357	534	381
OSGEP	912	817	834	639
OSGEPL1	294	266	282	226
OSGIN2	426	403	408	303
OSMR	16	12	14	17
OSR2	52	51	52	54
OST4	299	281	234	126
OSTC	628	619	592	321
OSTF1	268	200	279	187
OSTM1	296	255	272	190
OTUB1	705	599	897	636
OTUB2	71	59	75	57
OTUD1	70	69	49	46
OTUD3	387	338	317	225
OTUD4	1263	1188	1053	946
OTUD5	747	719	653	549
OTUD6B	600	606	572	416
OTUD7A	55	32	49	42
OTUD7B	802	746	747	551
OTULIN	343	316	279	212
OTULINL	185	177	149	126
OTX2	10	10	11	10
OVCA2	334	284	360	299
OVGP1	112	128	113	93
OXA1L	1472	1158	1416	1090
OXCT1	811	674	715	493
OXLD1	135	135	132	82
OXNAD1	652	606	520	448
OXR1	745	641	656	447
OXSM	442	402	406	269
OXSR1	883	874	877	650
OXTR	16	18	13	13
P2RX2	16	22	17	15
P2RX4	145	115	134	99
P2RY1	165	123	148	118
P2RY13	25	17	16	14
P2RY14	63	50	35	34
P3H1	989	867	862	724
P3H2	20	18	16	20
P3H3	355	297	249	225
P3H4	350	352	265	196
P4HA1	867	793	851	581
P4HA2	245	214	245	183
P4HB	4252	3842	4239	3345
PA2G4	3504	3347	3170	2539
PAAF1	207	182	196	164
PABPC1	10286	8827	7123	8568
PABPC1L	182	165	130	185
PABPC4	3762	3247	2805	2995
PABPC4L	323	329	274	234
PABPN1	207	252	155	104
PACRGL	176	142	208	150
PACS1	279	268	162	257
PACS2	520	429	542	452
PACSIN2	801	851	691	607
PACSIN3	294	306	310	220
PADI2	20	13	15	19
PAF1	1323	1247	1427	1036
PAFAH1B1	1461	1339	1347	1063
PAFAH1B2	1301	1182	1146	819
PAFAH1B3	411	390	373	310
PAFAH2	102	78	84	66
PAG1	190	136	188	156
PAGR1	981	1031	720	605
PAICS	6339	6334	5475	4646
PAIP1	500	392	440	293
PAIP2	616	546	605	408
PAIP2B	88	89	86	66
PAK1	546	560	428	421
PAK1IP1	1516	1257	1417	929
PAK2	779	669	513	604
PAK3	23	16	24	17
PAK4	305	323	260	258
PALB2	910	811	813	716
PALD1	501	462	467	370
PALLD	531	476	382	437
PALM	50	53	39	38
PALM2	15	16	19	18
PAM	1135	952	1011	791
PAN2	777	708	762	633
PAN3	941	777	782	664
PANK1	232	213	222	155
PANK2	919	844	734	530
PANK3	1726	1636	1569	1191
PANK4	554	468	519	405
PANX1	211	164	197	151
PAOX	34	30	34	22
PAPOLA	4007	3614	3601	3242
PAPOLB	37	33	30	23
PAPOLG	510	457	467	363
PAPSS1	914	866	854	611
PAPSS2	235	216	182	175
PAQR3	387	323	423	328
PAQR4	91	67	95	65
PAQR5	67	49	73	47
PAQR6	27	24	34	29
PAQR7	31	23	40	18
PAQR8	50	32	43	27
PARD3	1272	1145	1198	976
PARD3B	271	244	235	217
PARD6A	19	18	22	16
PARD6B	262	223	205	156
PARD6G	50	50	46	30
PARG	907	813	834	614
PARL	104	105	78	57
PARM1	29	16	40	25
PARN	1122	1023	1064	852
PARP1	24718	23301	24002	18758
PARP11	164	134	128	116
PARP16	96	85	84	85
PARP2	958	913	891	691
PARP3	104	102	143	90
PARP4	1029	877	963	789
PARP6	775	627	662	601
PARP8	313	310	255	210
PARP9	72	87	81	55
PARPBP	980	914	847	638
PARS2	175	142	184	145
PARVA	217	204	164	156
PARVB	446	396	396	357
PASK	803	707	697	586
PATJ	1599	1404	1402	1110
PATL1	726	622	514	681
PATZ1	784	700	636	572
PAWR	924	914	746	603
PAX3	208	176	181	161
PAX6	260	216	263	198
PAX9	31	33	27	22
PAXBP1	3115	3016	2878	2177
PAXIP1	1041	903	908	685
PAXX	434	384	458	300
PBDC1	426	433	404	297
PBK	579	574	589	367
PBLD	84	72	71	54
PBRM1	4962	4612	4516	3644
PBX1	323	252	290	247
PBX2	231	183	207	184
PBX3	255	232	248	208
PBX4	41	30	23	22
PBXIP1	239	237	222	148
PC	347	319	325	278
PCBD1	245	192	277	164
PCBD2	56	67	37	43
PCBP1	851	683	712	775
PCBP2	4491	3445	3106	4235
PCBP3	28	16	12	20
PCBP4	62	67	73	67
PCCA	399	407	367	333
PCCB	1469	1312	1416	985
PCDH10	875	774	708	657
PCDH12	29	26	29	32
PCDH17	141	109	127	103
PCDH18	87	83	79	46
PCDH7	1109	997	923	879
PCDH9	803	773	854	654
PCDHGA11	33	35	23	19
PCDHGC3	32	33	17	20
PCED1A	342	293	360	288
PCF11	3223	2784	3123	2467
PCGF1	207	206	217	136
PCGF2	107	80	69	72
PCGF3	284	251	298	219
PCGF5	331	249	271	187
PCGF6	475	543	443	311
PCID2	664	586	660	404
PCIF1	318	229	226	266
PCK2	274	245	256	216
PCLO	913	733	637	839
PCM1	5091	4829	4439	3469
PCMT1	1935	1716	1795	1241
PCMTD1	202	200	169	179
PCMTD2	481	445	382	305
PCNA	6496	6324	6502	4446
PCNP	806	818	816	565
PCNT	5200	4886	4076	4085
PCNX1	3148	2803	2741	2403
PCNX2	1589	1415	1389	1252
PCNX3	1173	894	915	973
PCNX4	1883	1630	1672	1279
PCOLCE	24	17	22	17
PCOLCE2	498	436	463	275
PCSK1N	71	58	46	30
PCSK4	16	14	14	13
PCSK5	295	298	274	215
PCSK6	1290	1095	1061	904
PCSK7	457	442	392	358
PCTP	123	134	173	103
PCYOX1	560	568	509	423
PCYOX1L	103	87	118	72
PCYT1A	403	346	379	241
PCYT1B	28	21	17	23
PCYT2	275	247	297	226
PDAP1	633	703	728	487
PDCD10	752	703	809	511
PDCD11	6115	5731	5568	4564
PDCD2	1573	1511	1408	980
PDCD2L	382	331	363	252
PDCD4	1564	1694	1460	1011
PDCD5	1712	1621	1592	939
PDCD6	508	464	477	342
PDCD6IP	3369	3058	3121	2344
PDCD7	226	210	163	158
PDCL	459	438	412	298
PDCL3	290	308	289	173
PDE10A	128	121	132	120
PDE12	1313	1173	1239	1025
PDE3B	1058	917	863	715
PDE4D	128	93	126	99
PDE4DIP	373	347	301	301
PDE5A	320	298	308	245
PDE6D	231	218	195	150
PDE7A	367	352	338	258
PDE8A	814	667	754	551
PDE9A	192	143	198	147
PDF	117	134	101	60
PDGFA	16	18	12	20
PDGFC	190	148	158	105
PDGFRL	56	53	48	33
PDHA1	2761	2736	2510	1746
PDHB	2794	2729	2816	1908
PDHX	956	867	965	662
PDIA2	39	34	36	33
PDIA3	2553	2565	2478	2015
PDIA4	3886	3942	3772	2730
PDIA5	412	404	348	308
PDIA6	5408	5298	4968	3511
PDIK1L	344	291	241	199
PDK1	301	276	264	226
PDK2	187	149	173	158
PDK3	499	432	410	319
PDLIM1	558	450	513	404
PDLIM2	46	41	44	16
PDLIM3	126	106	112	76
PDLIM4	21	18	27	23
PDLIM5	503	478	426	394
PDLIM7	207	207	238	249
PDP1	358	268	360	256
PDP2	300	271	286	246
PDPK1	144	121	139	134
PDPN	121	118	168	99
PDPR	317	295	267	255
PDRG1	241	275	195	141
PDS5A	3967	3695	3511	2822
PDS5B	2541	2259	1990	1872
PDSS1	672	637	536	412
PDSS2	221	218	212	171
PDXDC1	1434	1394	1476	1064
PDXK	764	771	741	602
PDXP	25	56	14	16
PDZD11	221	212	218	183
PDZD2	74	57	46	47
PDZD4	70	74	61	52
PDZD7	20	20	25	14
PDZD8	2375	2204	2208	1848
PDZRN3	152	152	164	116
PEA15	195	181	218	153
PEAK1	798	703	627	660
PEBP1	1603	1427	1650	1088
PECR	222	206	194	150
PEF1	810	659	921	698
PELI1	223	192	298	176
PELI2	185	152	172	113
PELI3	105	89	98	86
PELO	643	566	657	443
PELP1	1584	1366	1165	1322
PEMT	377	333	356	337
PEPD	872	832	813	517
PER2	188	172	176	148
PER3	52	49	47	53
PERP	338	250	476	241
PES1	4195	4378	4272	2965
PET100	365	417	314	228
PET117	159	161	105	78
PEX1	1180	1033	1078	779
PEX10	180	164	147	130
PEX11A	152	172	155	112
PEX11B	181	142	172	128
PEX12	64	65	61	63
PEX13	418	408	393	284
PEX14	207	194	188	184
PEX16	260	239	222	162
PEX19	559	486	508	332
PEX2	427	462	405	291
PEX26	335	280	282	241
PEX3	946	845	910	590
PEX5	721	615	550	463
PEX6	174	126	145	138
PEX7	241	236	191	143
PFAS	2767	2340	2449	2084
PFDN1	299	210	304	157
PFDN2	654	689	715	418
PFDN4	825	901	783	549
PFDN5	2103	1977	2042	1345
PFDN6	585	530	581	386
PFKFB2	310	266	326	207
PFKFB3	363	326	330	310
PFKFB4	95	83	70	63
PFKL	1833	1584	1808	1451
PFKM	2318	2103	2010	1608
PFKP	1140	1044	983	785
PFN1	2675	2505	2410	1830
PFN2	641	585	631	421
PGAM1	26	25	19	10
PGAM2	60	56	53	56
PGAM5	1068	1019	1098	739
PGAP1	691	550	572	497
PGAP2	133	100	132	104
PGAP3	31	30	42	23
PGBD1	614	569	514	470
PGBD2	133	127	155	115
PGBD4	75	63	62	56
PGBD5	147	92	122	129
PGD	2174	2122	2323	1691
PGGHG	173	134	167	137
PGGT1B	444	386	414	299
PGK1	7329	6801	7380	5195
PGM1	1439	1239	1261	941
PGM2	1283	1251	1172	839
PGM2L1	207	202	178	135
PGM3	1246	1057	1203	810
PGP	568	510	544	344
PGPEP1	31	17	26	20
PGRMC1	1838	1719	1750	1154
PGRMC2	255	261	193	193
PGS1	412	379	388	325
PHACTR1	36	29	28	32
PHACTR2	498	476	542	402
PHACTR4	639	572	475	577
PHAX	1156	968	1040	758
PHB	3401	3066	3362	2308
PHB2	4277	3635	4196	2966
PHC1	57	37	34	32
PHC2	757	642	697	617
PHC3	679	549	595	616
PHETA1	25	29	22	15
PHEX	24	13	15	14
PHF1	183	144	136	112
PHF10	1543	1386	1218	1224
PHF11	31	23	26	38
PHF12	384	370	268	375
PHF13	194	148	106	88
PHF14	2164	2104	2075	1544
PHF19	321	327	295	224
PHF2	687	573	594	574
PHF20	958	961	881	832
PHF20L1	1515	1417	1573	1118
PHF21A	168	128	108	118
PHF21B	52	37	34	25
PHF23	642	685	602	421
PHF3	5744	5103	5431	4097
PHF5A	528	463	488	247
PHF6	2196	2060	2201	1542
PHF7	73	63	64	49
PHF8	1568	1453	1134	1205
PHGDH	4726	4605	4403	3814
PHIP	4699	4359	3949	3316
PHKA1	1278	1168	1259	910
PHKA2	908	753	821	686
PHKB	1335	1090	1121	949
PHKG1	50	41	37	50
PHKG2	843	751	769	712
PHLDA3	31	34	35	24
PHLDB1	200	200	177	156
PHLDB2	234	203	204	168
PHLDB3	76	81	84	50
PHLPP1	589	485	415	445
PHLPP2	854	744	750	731
PHOSPHO2	176	141	118	107
PHPT1	457	398	468	305
PHRF1	1664	1508	1523	1424
PHTF1	758	755	703	538
PHTF2	711	683	655	531
PHYH	160	163	156	125
PHYHD1	289	199	259	185
PHYKPL	440	401	415	404
PI4K2A	25	27	18	17
PI4K2B	43	57	39	19
PI4KA	2667	2277	2238	2198
PI4KB	1873	1807	1959	1547
PIAS1	672	598	700	595
PIAS2	528	462	545	423
PIAS3	347	268	294	315
PIAS4	347	332	301	270
PIBF1	952	907	780	670
PICALM	1653	1446	1619	1371
PICK1	569	509	564	457
PIDD1	255	245	212	210
PIEZO1	1728	1435	1469	1397
PIF1	185	169	160	150
PIGA	569	512	534	374
PIGB	183	160	179	112
PIGBOS1	27	33	30	27
PIGC	423	388	413	244
PIGF	237	234	254	192
PIGG	907	776	816	674
PIGH	146	91	170	106
PIGK	1503	1450	1479	1038
PIGL	182	153	148	114
PIGM	314	279	316	257
PIGN	709	652	708	532
PIGO	533	433	519	459
PIGP	192	191	200	123
PIGQ	440	394	463	403
PIGS	870	721	809	631
PIGT	690	531	687	519
PIGU	246	244	334	237
PIGV	82	71	81	71
PIGW	745	603	715	589
PIGX	285	243	242	161
PIGY	368	324	393	285
PIH1D1	925	803	791	538
PIH1D2	45	43	59	47
PIK3AP1	71	54	54	39
PIK3C2A	3712	3233	3274	2776
PIK3C2B	228	134	156	191
PIK3C3	699	708	608	531
PIK3CA	490	405	422	338
PIK3CB	792	657	480	600
PIK3CD	42	51	54	46
PIK3IP1	20	20	11	12
PIK3R1	413	362	363	344
PIK3R3	47	63	29	27
PIK3R4	2010	1789	1958	1477
PIKFYVE	1918	1689	1667	1477
PILRB	314	239	282	275
PIM1	102	86	88	76
PIM2	263	212	298	223
PIM3	479	428	384	299
PIMREG	250	236	233	170
PIN1	580	598	536	376
PIN4	562	568	632	380
PINK1	615	513	689	452
PINX1	277	308	283	195
PIP4K2A	439	440	443	365
PIP4K2B	374	345	318	295
PIP4K2C	299	291	278	259
PIP4P1	269	239	257	197
PIP4P2	38	37	55	33
PIP5K1A	1577	1374	1489	1213
PIP5K1B	44	35	59	51
PIP5K1C	180	167	145	151
PIP5KL1	15	18	16	18
PIR	304	284	279	236
PISD	451	426	449	308
PITHD1	448	441	497	293
PITPNA	535	497	500	418
PITPNB	957	999	726	815
PITPNC1	121	109	116	103
PITPNM1	194	186	209	160
PITPNM2	82	52	56	83
PITPNM3	34	35	34	31
PITRM1	2636	2233	2817	2140
PITX1	236	178	230	164
PITX2	88	86	89	61
PJA1	731	738	713	508
PJA2	1531	1415	1431	1119
PJVK	26	29	24	28
PKD1	828	664	665	698
PKD1L1	51	33	27	40
PKD2	811	823	614	604
PKD2L2	20	20	20	29
PKDCC	123	97	86	79
PKDREJ	41	36	35	30
