	ribo_untr_a	ribo_untr_b	ribo_isrib_a	ribo_isrib_b
PARD6B	316	351	172	194
PARD6G	63	83	32	26
PARG	329	426	153	213
PARK7	5790	7304	2771	3825
PARL	47	80	29	34
PARN	1028	1054	485	565
PARP1	11724	14732	5404	7408
PARP11	124	123	51	79
PARP16	132	151	68	76
PARP2	637	700	257	346
PARP3	10	16	4	4
PARP4	1476	1949	788	1027
PARP6	39	39	16	26
PARP8	307	333	143	178
PARP9	364	337	192	186
PARPBP	1030	1151	524	629
PARS2	216	229	68	90
PARVA	365	600	218	283
PARVB	154	204	63	78
PASK	582	740	303	373
PATJ	513	577	230	344
PATL1	475	550	268	311
PATZ1	362	452	168	255
PAWR	1237	1331	560	677
PAX3	299	341	144	202
PAX6	197	213	77	107
PAXBP1	619	711	297	323
PAXIP1	639	689	292	324
PAXX	327	414	162	214
PBDC1	458	655	265	348
PBK	2707	3021	1291	1600
PBLD	44	41	23	31
PBRM1	1596	1810	745	1004
PBX1	590	667	309	409
PBX2	186	190	65	96
PBX3	155	185	69	91
PBXIP1	217	344	129	162
PC	211	296	128	177
PCBD1	805	893	387	499
PCBD2	51	51	15	35
PCBP1	4937	6219	2392	3266
PCBP2	7742	9716	4016	5523
PCBP4	73	88	33	41
PCCA	156	200	80	110
PCCB	2294	2845	1065	1539
PCDH10	41	65	20	26
PCDH17	4	2	0	6
PCDH18	62	56	17	33
PCDH7	926	1408	542	747
PCDH9	180	218	95	110
PCED1A	89	111	44	61
PCF11	553	799	327	345
PCGF1	152	171	73	91
PCGF2	144	237	75	97
PCGF3	143	207	75	86
PCGF5	331	348	139	177
PCGF6	457	415	210	270
PCID2	731	735	286	419
PCIF1	275	256	106	175
PCK2	434	475	168	245
PCLO	241	194	102	101
PCM1	2956	3322	1541	1827
PCMT1	2920	3379	1397	1871
PCMTD1	90	77	31	30
PCMTD2	349	336	172	217
PCNA	9083	11243	4610	6034
PCNP	563	699	274	396
PCNT	1521	2146	836	1143
PCNX1	608	615	252	355
PCNX2	45	27	14	21
PCNX3	288	370	130	185
PCNX4	147	199	84	91
PCOLCE2	326	358	137	173
PCSK1N	151	247	74	123
PCSK5	197	303	109	125
PCSK6	349	456	151	233
PCSK7	77	115	30	54
PCTP	239	303	119	156
PCYOX1	970	1057	440	570
PCYOX1L	251	296	105	136
PCYT1A	420	564	214	282
PCYT2	198	244	95	130
PDAP1	739	1050	410	540
PDCD10	627	772	320	421
PDCD11	1994	2956	1083	1413
PDCD2	895	1243	443	629
PDCD2L	890	1024	459	527
PDCD4	3046	3829	1628	1857
PDCD5	3128	4162	1783	2332
PDCD6	727	1019	358	527
PDCD6IP	2763	2918	1291	1636
PDCD7	199	278	82	142
PDCL	378	508	180	273
PDCL3	145	269	87	117
PDE10A	256	280	120	145
PDE12	1152	1457	571	732
PDE3B	240	292	135	162
PDE4D	151	197	93	97
PDE4DIP	279	368	138	166
PDE5A	203	179	82	69
PDE6D	278	305	129	163
PDE7A	130	154	63	89
PDE8A	109	116	67	45
PDE9A	266	276	99	138
PDF	157	271	104	118
PDGFC	139	169	55	97
PDGFRL	112	149	65	81
PDHA1	4115	5335	2027	2690
PDHB	2104	2336	996	1251
PDHX	883	938	385	496
PDIA3	2531	3119	1269	1645
PDIA4	3902	4923	1792	2565
PDIA5	159	204	79	98
PDIA6	4227	5561	2158	2798
PDIK1L	199	202	106	125
PDK1	590	513	245	290
PDK2	602	633	272	381
PDK3	932	997	418	518
PDLIM1	1353	1438	548	835
PDLIM3	259	306	126	143
PDLIM5	1901	2480	1029	1316
PDLIM7	442	544	229	272
PDP1	188	165	69	87
PDP2	366	490	154	251
PDPK1	164	185	89	84
PDPN	599	752	297	436
PDPR	36	76	28	54
PDRG1	400	585	223	275
PDS5A	2870	2981	1335	1611
PDS5B	1437	1744	752	996
PDSS1	398	456	193	250
PDSS2	231	263	103	137
PDXDC1	876	1082	432	562
PDXK	595	933	360	452
PDZD11	611	739	311	390
PDZD2	36	34	13	24
PDZD4	32	54	19	32
PDZD8	450	539	199	293
PDZRN3	109	112	37	62
PEA15	671	863	317	442
PEAK1	157	220	93	123
PEBP1	3828	4860	1805	2608
PECR	288	326	117	147
PEF1	1123	1433	577	756
PELI1	171	184	67	96
PELI2	168	155	62	89
PELI3	91	89	34	52
PELO	628	743	297	378
PELP1	2935	4134	1536	1985
PEMT	316	370	142	216
PEPD	2068	2991	1001	1448
PER2	102	116	45	62
PER3	24	35	13	22
PERP	1165	1717	536	810
PES1	2268	3006	1076	1570
PET100	98	127	52	82
PET117	78	105	40	46
PEX1	631	711	299	351
PEX10	300	424	172	199
PEX11A	99	108	52	55
PEX11B	255	331	111	161
PEX12	93	102	36	43
PEX13	184	262	121	150
PEX14	403	525	181	272
PEX16	150	171	72	82
PEX19	549	579	225	315
PEX2	122	116	49	57
PEX26	178	222	77	96
PEX3	829	925	409	502
PEX5	653	796	298	426
PEX6	268	404	137	210
PEX7	244	271	110	106
PFAS	2047	3074	962	1454
PFDN1	743	891	398	540
PFDN2	1334	1712	650	880
PFDN4	1012	993	498	565
PFDN5	3406	3661	1592	2013
PFDN6	1300	1381	583	716
PFKFB2	60	81	37	50
PFKFB3	449	515	185	247
PFKFB4	33	64	17	20
PFKL	1632	2113	790	1079
PFKM	2118	2479	1014	1311
PFKP	5975	7365	2890	3877
PFN1	9070	11727	4195	6111
PFN2	1230	1527	588	754
PGAM2	7	12	1	2
PGAM5	1748	2063	767	1100
PGAP1	472	441	212	223
PGAP2	104	170	58	82
PGAP3	65	58	22	34
PGBD1	204	241	100	114
PGBD2	21	28	9	13
PGBD4	38	38	14	13
PGBD5	93	129	43	68
PGD	4146	5466	2158	2974
PGGHG	28	30	8	14
PGGT1B	416	472	183	249
PGK1	7065	9141	3552	4742
PGM1	1281	1669	629	854
PGM2	1524	1764	717	972
PGM2L1	348	360	168	217
PGM3	2113	2424	1082	1337
PGP	634	742	253	397
PGRMC1	2447	3126	1111	1605
PGRMC2	572	629	284	357
PGS1	298	333	137	166
PHACTR2	302	325	138	185
PHACTR4	487	580	265	333
PHAX	1146	1305	555	750
PHB	1877	2304	828	1255
PHB2	6527	7783	3129	4175
PHC2	422	516	216	273
PHC3	307	305	126	180
PHF1	56	81	29	42
PHF10	607	660	327	354
PHF12	298	378	107	184
PHF13	378	470	163	246
PHF14	731	999	436	533
PHF19	381	508	170	261
PHF2	305	432	170	266
PHF20	297	320	124	156
PHF20L1	296	377	167	186
PHF21A	171	208	87	101
PHF21B	16	6	4	5
PHF23	540	767	260	340
PHF3	1979	1974	875	1041
PHF5A	450	646	268	318
PHF6	1697	2029	887	1165
PHF7	7	6	0	6
PHF8	1102	1569	596	782
PHGDH	5237	6526	2348	3291
PHIP	2831	3496	1507	1802
PHKA1	855	939	379	462
PHKA2	540	598	269	375
PHKB	434	429	184	247
PHKG1	1	2	2	0
PHKG2	311	321	121	171
PHLDB1	278	305	102	142
PHLDB2	142	148	55	79
PHLDB3	151	178	73	86
PHLPP1	428	637	262	297
PHLPP2	230	267	122	125
PHOSPHO2	39	27	18	16
PHPT1	1233	1757	622	963
PHRF1	775	1093	416	520
PHTF1	121	170	57	60
PHTF2	369	444	205	232
PHYH	378	413	170	214
PHYHD1	34	36	12	13
PHYKPL	89	94	44	58
PI4KA	1584	1839	746	1042
PI4KB	987	1249	540	678
PIAS1	712	787	302	425
PIAS2	348	380	141	203
PIAS3	318	398	135	216
PIAS4	313	492	165	233
PIBF1	564	543	294	293
PICALM	1664	1791	797	1005
PICK1	397	518	205	314
PIDD1	49	79	28	37
PIEZO1	693	782	307	448
PIF1	94	116	44	55
PIGA	190	174	90	117
PIGB	117	130	46	79
PIGC	189	248	85	128
PIGF	122	126	54	64
PIGG	633	839	293	417
PIGH	146	155	72	86
PIGK	1118	1127	455	595
PIGL	128	128	59	89
PIGM	543	671	218	298
PIGN	244	241	102	124
PIGO	470	613	246	291
PIGP	393	477	215	198
PIGQ	398	528	194	264
PIGS	593	785	295	370
PIGT	996	1082	377	589
PIGU	289	368	141	186
PIGV	38	57	29	42
PIGW	306	406	162	213
PIGX	218	276	105	148
PIGY	85	82	35	34
PIH1D1	580	660	238	315
PIH1D2	29	51	27	25
PIK3AP1	75	98	34	46
PIK3C2A	1341	1301	567	655
PIK3C2B	87	95	26	46
PIK3C3	854	930	404	505
PIK3CA	205	267	90	107
PIK3CB	270	243	122	167
PIK3R1	247	295	147	193
PIK3R4	1223	1563	638	818
PIKFYVE	784	871	336	428
PILRB	6	7	7	3
PIM1	253	329	138	200
PIM2	258	331	133	165
PIM3	872	1209	471	711
PIMREG	448	758	249	360
PIN1	1268	1613	576	891
PIN4	829	1179	507	623
PINK1	1389	1688	642	866
PINX1	219	323	122	166
PIP4K2A	459	553	224	281
PIP4K2B	278	349	126	184
PIP4K2C	546	702	266	378
PIP4P1	261	295	127	161
PIP4P2	138	133	65	64
PIP5K1A	1019	1062	469	600
PIP5K1B	26	21	7	3
PIP5K1C	156	250	70	100
PIR	202	273	108	145
PISD	303	451	169	245
PITHD1	903	1064	429	581
PITPNA	896	1159	492	591
PITPNB	1316	1453	725	882
PITPNC1	80	105	40	62
PITPNM1	59	95	41	39
PITPNM2	29	30	5	21
PITPNM3	12	12	3	6
PITRM1	2499	2952	1132	1510
PITX1	332	459	159	230
PITX2	205	237	82	93
PJA1	673	849	322	439
PJA2	2110	2438	1059	1284
PKD1	166	103	46	52
PKD2	101	142	43	65
PKD2L2	0	0	0	0
PKDCC	22	31	14	11
PKIA	33	25	14	14
PKIG	65	64	29	25
PKM	21166	30180	10636	14744
PKMYT1	656	901	324	455
PKN1	1393	1773	582	925
PKN2	2039	2209	1018	1227
PKN3	524	556	209	281
PKNOX1	390	403	154	224
PKNOX2	37	38	17	21
PKP2	681	818	321	440
PKP4	303	350	142	193
PLA2G15	117	182	54	84
PLA2G16	312	255	117	145
PLA2G4A	105	97	34	52
PLA2G6	53	61	14	27
PLAA	1295	1448	717	747
PLAC1	245	216	96	141
PLAG1	57	82	23	32
PLAGL1	6	9	3	3
PLAGL2	142	160	61	84
PLAT	402	484	194	262
PLAUR	123	146	53	87
PLBD2	629	771	319	460
PLCB1	193	194	78	98
PLCB3	288	344	108	169
PLCB4	177	200	73	98
PLCD1	20	28	10	16
PLCD3	130	162	62	82
PLCD4	3	1	2	2
PLCE1	180	170	70	114
PLCG1	1623	1858	745	989
PLCG2	163	180	59	106
PLCH1	215	205	90	112
PLCL1	36	35	19	21
PLCL2	351	402	158	221
PLCXD1	250	302	102	145
PLCXD2	13	20	14	11
PLD1	223	287	97	122
PLD2	130	156	52	71
PLD3	2593	3006	1090	1625
PLD6	169	202	98	90
PLEC	306	465	206	248
PLEKHA1	304	310	108	142
PLEKHA2	147	167	57	91
PLEKHA3	81	125	50	72
PLEKHA5	448	543	265	305
PLEKHA7	230	317	116	161
PLEKHA8	54	61	37	39
PLEKHB2	756	972	355	493
PLEKHF2	126	141	49	84
PLEKHG1	232	241	108	112
PLEKHG2	530	605	257	368
PLEKHG3	276	336	133	136
PLEKHG4	145	179	80	86
PLEKHG5	57	76	30	45
PLEKHH1	111	171	54	82
PLEKHH2	135	144	47	51
PLEKHH3	94	137	36	58
PLEKHJ1	374	439	166	245
PLEKHM1	68	66	26	38
PLEKHM2	431	557	215	292
PLEKHM3	168	184	79	117
PLEKHO1	126	155	72	83
PLGRKT	208	248	97	157
PLIN2	1	2	0	0
PLIN3	565	648	247	317
PLK1	3061	3892	1522	2121
PLK2	172	183	104	124
PLK4	249	205	76	116
PLOD1	1282	1544	552	764
PLOD2	925	946	395	515
PLOD3	590	761	263	403
PLPBP	539	676	262	356
PLPP1	164	169	86	109
PLPP3	84	110	36	60
PLPP5	82	117	41	73
PLPP6	156	169	45	77
PLPPR2	53	84	28	40
PLRG1	1993	2273	959	1249
PLS1	1002	987	425	558
PLS3	9235	9641	4198	5122
PLSCR1	578	662	299	340
PLTP	13	10	6	6
PLXDC2	57	83	32	37
PLXNA1	521	611	260	365
PLXNA2	83	94	31	57
PLXNA3	276	342	135	177
PLXNB1	82	109	41	50
PLXNB2	1172	1609	577	826
PLXNC1	13	18	8	7
PLXND1	174	231	96	122
PM20D2	1487	1692	676	876
PMAIP1	1525	1453	658	864
PMCH	1	0	0	0
PMF1	105	113	43	40
PMFBP1	5	1	1	0
PML	524	724	273	368
PMM1	268	379	148	191
PMM2	156	181	78	95
PMP22	139	226	86	144
PMPCA	2539	3235	1225	1778
PMPCB	4073	4307	1902	2448
PMS1	582	558	276	335
PMS2	222	210	86	98
PMVK	417	497	222	253
PNISR	1196	1359	620	772
PNKD	538	710	247	357
PNKP	182	203	74	87
PNMA1	766	1073	348	502
PNMA2	664	810	275	407
PNMA8A	3	3	0	1
PNN	1951	2515	1070	1341
PNO1	549	651	282	330
PNP	2053	2262	968	1230
PNPLA2	1201	1483	513	771
PNPLA3	100	105	56	45
PNPLA4	0	1	0	0
PNPLA6	257	358	113	173
PNPLA8	373	432	186	203
PNPO	703	834	307	434
PNPT1	1123	1389	561	705
PNRC1	498	723	310	424
PNRC2	29	37	23	14
POC1A	315	393	138	198
POC1B	299	293	138	144
POC5	338	400	168	196
PODXL	523	645	231	331
PODXL2	937	1202	475	558
POFUT1	486	578	245	315
POFUT2	192	295	112	125
POGK	441	566	213	261
POGLUT1	139	176	64	97
POGZ	1441	1551	661	872
POLA1	1897	2425	983	1336
POLA2	64	70	32	37
POLB	411	497	199	223
POLD1	942	1256	422	591
POLD2	1702	2264	749	1129
POLD3	510	538	256	338
POLDIP2	1328	1546	557	859
POLDIP3	1322	1677	571	825
POLE	2621	3359	1312	1714
POLE2	595	584	262	312
POLE3	492	651	269	366
POLE4	255	409	167	221
POLG	473	618	204	247
POLG2	126	174	63	77
POLH	322	427	157	221
POLI	165	114	70	77
POLK	472	456	195	225
POLL	233	268	107	132
POLM	142	186	74	98
POLN	29	28	12	18
POLQ	551	669	253	373
POLR1A	1334	1839	692	967
POLR1B	1146	1424	570	659
POLR1C	1187	1491	535	704
POLR1D	811	879	386	509
POLR1E	657	802	348	376
POLR2A	1725	2232	896	1191
POLR2B	4872	5347	2346	2880
POLR2C	1299	1583	649	779
POLR2D	578	586	266	313
POLR2E	2131	2390	896	1335
POLR2F	854	1242	402	603
POLR2G	1500	1690	662	868
POLR2H	1018	1389	494	734
POLR2I	1359	1452	580	817
POLR2J	71	90	39	45
POLR2K	600	623	330	375
POLR2L	1537	2212	742	1128
POLR3A	1596	2019	790	991
POLR3B	927	1196	479	630
POLR3C	994	1261	521	671
POLR3D	469	602	199	294
POLR3E	478	562	203	262
POLR3F	632	780	342	387
POLR3G	151	118	61	59
POLR3GL	84	98	40	61
POLR3H	493	626	237	314
POLR3K	873	1249	451	615
POLRMT	307	392	130	201
POM121	169	255	94	130
POM121C	98	142	39	84
POMGNT1	333	381	150	191
POMGNT2	144	228	76	139
POMK	636	711	298	445
POMP	4454	4708	1999	2520
POMT1	608	823	254	416
POMT2	95	200	70	99
PON2	555	616	296	299
POP1	589	817	334	417
POP4	2327	2718	1126	1544
POP5	522	650	266	334
POP7	781	981	350	497
POPDC3	27	42	17	17
POR	714	939	327	526
PORCN	50	66	21	32
POT1	430	366	177	214
POU2F1	509	576	220	250
POU3F2	280	386	141	153
POU3F3	53	64	28	39
POU4F1	37	68	25	35
PP2D1	1	0	0	0
PPA1	4653	5106	2317	2769
PPA2	1093	1285	507	671
PPAN	75	96	35	65
PPARA	34	21	16	8
PPARD	58	83	37	40
PPARG	237	257	99	109
PPARGC1B	192	278	100	183
PPAT	1064	1240	537	650
PPCDC	212	263	121	125
PPCS	368	427	178	210
PPDPF	747	937	329	434
PPFIA1	777	875	329	468
PPFIA2	39	40	12	33
PPFIA3	83	97	34	44
PPFIA4	5	4	1	1
PPFIBP1	505	588	219	331
PPFIBP2	17	21	4	10
PPHLN1	1885	1949	903	1026
PPIA	1414	2273	632	1064
PPIB	4092	5775	2155	3020
PPIC	765	1059	406	545
PPID	1173	1271	541	672
PPIE	1413	1573	646	818
PPIF	2937	3945	1514	1911
PPIG	1080	1351	589	746
PPIH	809	1053	416	544
PPIL1	1069	1234	533	761
PPIL2	749	894	355	508
PPIL3	258	305	119	168
PPIL4	1419	1759	715	905
PPIP5K1	49	40	25	24
PPIP5K2	774	863	346	472
PPM1A	394	444	180	209
PPM1B	67	83	36	50
PPM1D	619	840	319	387
PPM1E	533	631	263	324
PPM1F	707	838	304	440
PPM1G	3065	3725	1454	2039
PPM1H	142	178	85	105
PPM1K	183	288	99	146
PPM1L	261	289	109	153
PPM1M	33	42	16	16
PPME1	987	1275	462	564
PPOX	204	239	64	102
PPP1CA	2365	3097	1260	1667
PPP1CB	2158	2713	1168	1409
PPP1CC	4341	5055	2079	2705
PPP1R10	1237	1856	670	865
PPP1R11	180	234	114	161
PPP1R12A	2121	2264	1027	1200
PPP1R12B	53	41	26	24
PPP1R12C	125	124	56	67
PPP1R13B	343	420	192	252
PPP1R14B	74	123	47	72
PPP1R14C	229	334	119	163
PPP1R15A	74	87	44	50
PPP1R15B	659	804	360	418
PPP1R16A	58	55	15	37
PPP1R18	64	131	49	44
PPP1R2	254	344	138	181
PPP1R21	174	175	77	86
PPP1R26	123	193	71	82
PPP1R35	317	548	166	201
PPP1R37	100	140	52	76
PPP1R3B	86	106	50	71
PPP1R3F	51	70	21	45
PPP1R7	1639	1849	783	972
PPP1R8	932	1005	452	533
PPP1R9A	192	224	102	123
PPP1R9B	338	475	157	221
PPP2CA	5904	6311	2797	3343
PPP2CB	790	827	336	436
PPP2R1A	5708	7315	2769	3814
PPP2R1B	1221	1400	605	789
PPP2R2A	2558	2917	1330	1582
PPP2R2D	254	275	145	164
PPP2R3A	205	197	93	103
PPP2R3B	192	248	86	124
PPP2R3C	271	290	115	127
PPP2R5A	226	236	124	141
PPP2R5B	37	40	20	19
PPP2R5C	1094	1098	478	634
PPP2R5D	1318	1642	615	795
PPP2R5E	547	568	277	325
PPP3CA	807	909	383	454
PPP3CB	871	1122	383	542
PPP3CC	206	210	106	138
PPP3R1	246	360	135	196
PPP4C	2245	2522	966	1407
PPP4R1	784	966	416	474
PPP4R2	446	502	250	307
PPP4R3A	1531	1746	727	879
PPP4R3B	457	515	222	251
PPP4R4	114	99	38	57
PPP5C	2164	2553	1036	1327
PPP6C	1584	1678	747	882
PPP6R1	1041	1390	554	689
PPP6R2	273	344	154	191
PPP6R3	1667	1986	853	1025
PPRC1	1077	1426	529	704
PPT1	1746	2256	948	1258
PPT2	84	84	20	48
PPTC7	343	310	127	178
PPWD1	680	788	341	442
PQBP1	1153	1600	617	836
PQLC1	81	100	36	48
PQLC2	239	343	126	152
PRADC1	39	37	15	30
PRAG1	93	95	25	49
PRAME	392	501	191	248
PRC1	2632	3111	1361	1726
PRCC	1087	1560	562	812
PRCP	1053	1198	460	666
PRDM10	201	203	78	136
PRDM11	35	66	28	32
PRDM15	165	205	81	91
PRDM16	139	159	59	78
PRDM2	496	656	300	308
PRDM4	361	396	127	196
PRDM5	54	60	24	28
PRDM6	147	199	72	107
PRDX1	13691	19858	7653	9908
PRDX2	5648	7400	2767	3710
PRDX3	6609	6878	2982	3838
PRDX4	3694	4195	1712	2254
PRDX5	1012	1225	459	645
PRDX6	3384	4594	1683	2269
PREB	519	681	215	289
PRELID1	539	659	251	329
PRELID2	95	92	43	51
PRELID3B	1513	1764	747	988
PREP	1744	1931	818	991
PREPL	1467	1584	693	810
PREX1	122	124	47	65
PREX2	127	102	56	44
PRG4	0	0	0	0
PRICKLE1	305	358	162	205
PRICKLE3	135	164	54	75
PRIM1	1098	1035	517	602
PRIM2	726	686	366	406
PRIMPOL	229	222	110	117
PRKAA1	1089	1341	540	683
PRKAA2	656	796	307	422
PRKAB1	495	569	266	317
PRKAB2	119	135	57	79
PRKACA	1465	1807	682	885
PRKACB	267	291	130	152
PRKAG1	1130	1494	539	782
PRKAG2	113	157	56	83
PRKAR1A	3514	4379	1821	2340
PRKAR1B	481	624	241	347
PRKAR2A	713	828	342	456
PRKAR2B	768	777	300	430
PRKCA	621	647	306	383
PRKCD	520	578	229	302
PRKCE	56	79	28	29
PRKCH	207	240	72	133
PRKCI	508	584	238	286
PRKCQ	176	185	84	116
PRKCSH	6816	9258	3401	4765
PRKCZ	262	315	122	164
PRKD1	282	336	156	159
PRKD2	332	396	159	224
PRKD3	513	570	227	317
PRKDC	23960	26892	11693	14191
PRKG1	332	396	168	219
PRKRA	535	551	240	305
PRKRIP1	270	341	130	172
PRKX	0	1	0	0
PRMT1	3678	4861	1866	2532
PRMT2	255	341	125	181
PRMT3	765	781	354	392
PRMT5	2907	3757	1451	1869
PRMT6	288	421	137	202
PRMT7	567	754	274	405
PRMT9	366	395	179	217
PRNP	683	953	380	505
PROCR	413	461	186	211
PROS1	191	163	80	112
PROSER1	802	879	336	425
PROSER2	215	310	109	167
PROSER3	486	677	221	354
PRPF18	326	338	144	199
PRPF19	4165	4981	1860	2638
PRPF3	822	1157	420	544
PRPF31	1035	1361	523	711
PRPF38A	1033	1314	501	665
PRPF38B	1039	1341	468	699
PRPF39	458	507	207	275
PRPF4	936	1109	401	545
PRPF40A	4023	4402	2052	2438
PRPF40B	80	64	25	38
PRPF4B	1716	1989	860	1045
PRPF6	2451	3274	1225	1680
PRPF8	20679	25605	10096	13115
PRPS1	2260	2530	1017	1347
PRPS2	1008	1121	456	604
PRPSAP1	399	497	206	267
PRPSAP2	720	898	350	509
PRR11	693	807	345	508
PRR12	398	515	179	256
PRR13	158	181	59	103
PRR14	163	216	65	108
PRR14L	1602	1845	772	931
PRR22	7	8	5	4
PRR3	367	448	178	230
PRR5	37	56	12	18
PRRC1	1422	1532	677	882
PRRC2A	4353	5840	2301	3038
PRRC2B	2575	3422	1416	1794
PRRC2C	8202	9271	4147	5342
PRRG1	30	43	15	25
PRSS12	106	160	49	64
PRSS23	313	450	181	258
PRSS53	2	1	0	3
PRTFDC1	4	3	2	0
PRTG	101	133	61	74
PRUNE1	322	356	173	186
PRUNE2	143	124	58	56
PRX	18	18	3	10
PRXL2A	269	309	97	138
PRXL2C	225	217	84	127
PSAP	8264	9923	3689	5160
PSAT1	1644	1640	705	887
PSD3	222	195	100	118
PSEN1	400	538	160	309
PSEN2	231	322	102	175
PSENEN	726	957	391	503
PSIP1	2344	2698	1102	1478
PSKH1	35	38	15	11
PSMA1	1836	2612	1012	1262
PSMA3	4582	5349	2232	2575
PSMA4	5910	6607	2877	3526
PSMA5	3453	4252	1708	2358
PSMA6	1833	2057	1010	1148
PSMA7	4327	5364	2073	2865
PSMB1	7872	9072	3755	4488
PSMB10	96	115	60	70
PSMB2	5920	6595	2775	3586
PSMB3	2705	3464	1298	1741
PSMB4	6326	8124	3121	4264
PSMB5	3342	4147	1620	2110
PSMB6	3963	4761	1793	2530
PSMB7	4104	4542	1934	2489
PSMC1	2	5	2	1
PSMC2	4037	4684	2018	2639
PSMC3	2503	3617	1354	1896
PSMC3IP	102	157	63	69
PSMC4	5906	7570	2945	4048
PSMC5	3799	4852	1927	2608
PSMC6	907	1034	414	561
PSMD1	6524	8279	3457	4475
PSMD10	968	1256	488	641
PSMD11	3380	4170	1704	2204
PSMD12	4141	4914	2216	2687
PSMD13	2229	2688	1144	1397
PSMD14	2908	3396	1504	1879
PSMD2	3512	4262	1675	2329
PSMD3	2847	3765	1492	2094
PSMD4	2161	2921	1116	1437
PSMD6	3413	3763	1526	1966
PSMD7	1762	2156	913	1143
PSMD8	7947	9843	3967	5547
PSMD9	447	600	200	327
PSME1	907	1212	465	646
PSME2	279	397	120	182
PSME3	1964	2412	1039	1324
PSME4	1709	1816	781	965
PSMF1	2393	2927	1143	1612
PSMG1	1970	1997	876	1171
PSMG2	1049	1101	518	631
PSMG3	152	216	62	138
PSMG4	356	356	151	200
PSPC1	994	1230	485	648
PSPH	220	233	101	120
PSRC1	324	441	152	206
PSTK	143	163	74	82
PSTPIP2	343	428	181	204
PTAR1	247	332	86	137
PTBP1	7924	9962	3955	5304
PTBP2	885	799	353	462
PTBP3	1069	1040	479	556
PTCD2	164	170	87	88
PTCD3	1481	1634	660	860
PTCH1	177	201	75	122
PTDSS1	1132	1509	545	825
PTDSS2	440	563	214	330
PTEN	90	92	47	64
PTER	540	510	251	315
PTGES2	403	549	205	277
PTGES3	1812	2391	937	1213
PTGFR	10	7	2	8
PTGFRN	968	1326	518	682
PTK2	756	808	392	412
PTK7	936	1159	472	581
PTMA	1047	1736	496	744
PTMS	499	1029	287	476
PTOV1	1848	2296	823	1159
PTP4A1	202	243	102	126
PTP4A2	187	222	92	106
PTPA	1469	1610	647	932
PTPDC1	73	63	37	39
PTPMT1	356	408	158	208
PTPN1	1146	1436	631	846
PTPN11	648	830	307	463
PTPN12	363	396	198	238
PTPN13	1492	1736	694	881
PTPN14	676	737	289	396
PTPN18	77	82	30	43
PTPN2	209	227	88	138
PTPN23	513	755	271	398
PTPN3	303	296	147	145
PTPN4	73	66	39	48
PTPN9	467	600	264	325
PTPRA	414	476	198	236
PTPRD	241	256	104	143
PTPRF	1461	1655	601	900
PTPRG	957	1148	433	565
PTPRJ	157	190	77	91
PTPRK	821	937	373	535
PTPRM	127	139	61	72
PTPRS	658	825	301	493
PTPRU	290	284	96	169
PTRH1	76	83	23	62
PTRH2	549	709	287	354
PTRHD1	371	509	206	295
PTS	586	647	267	369
PTTG1	2435	2543	1006	1342
PTTG1IP	652	938	297	487
PUDP	13	11	4	4
PUF60	2749	3423	1310	1940
PUM1	2485	2945	1193	1569
PUM2	925	1036	471	533
PUM3	1179	1330	632	731
PURA	431	566	171	298
PURB	369	577	209	292
PUS1	590	873	289	467
PUS10	62	56	23	41
PUS3	211	274	120	175
PUS7	1431	1458	635	773
PUS7L	684	807	340	408
PUSL1	550	741	251	319
PVR	406	519	193	278
PWP1	2474	2696	1131	1375
PWP2	157	198	88	85
PWWP2A	304	383	156	200
PWWP2B	33	47	14	18
PWWP3A	216	209	101	103
PWWP3B	4	1	2	2
PXDN	623	652	251	403
PXK	296	357	140	219
PXMP2	267	360	95	174
PXN	496	565	202	270
PXYLP1	71	87	25	47
PYCR1	303	380	127	201
PYCR2	738	924	315	489
PYCR3	282	310	117	177
PYGB	788	1048	359	508
PYGL	3089	3420	1304	1799
PYGO1	177	174	89	98
PYGO2	253	326	129	170
PYM1	255	375	124	191
PYROXD1	204	164	103	101
PYURF	418	488	201	288
QARS	2371	3039	1162	1666
QDPR	334	417	143	199
QKI	1529	1996	821	1031
QPCT	781	851	351	470
QPCTL	186	207	73	99
QPRT	288	289	107	148
QRFPR	85	98	34	38
QRICH1	1756	2000	827	1172
QRICH2	6	13	6	8
QRSL1	537	568	219	312
QSER1	1097	1293	551	648
QSOX1	706	842	296	443
QSOX2	669	830	321	426
QTRT1	503	755	300	360
QTRT2	540	690	267	351
R3HCC1	300	436	170	233
R3HCC1L	336	415	177	208
R3HDM1	259	246	104	139
R3HDM2	192	207	92	117
R3HDM4	132	193	83	83
RAB10	946	1346	508	672
RAB11A	2424	3051	1199	1684
RAB11B	1007	1161	444	649
RAB11FIP1	875	1036	424	565
RAB11FIP2	248	268	131	144
RAB11FIP3	102	147	55	52
RAB11FIP4	99	115	48	57
RAB11FIP5	234	315	104	146
RAB12	415	494	225	272
RAB14	981	1203	493	615
RAB15	28	35	11	25
RAB18	1145	1480	598	775
RAB1A	1343	1503	698	865
RAB1B	940	1109	463	609
RAB21	1317	1471	710	829
RAB22A	177	220	91	149
RAB23	268	327	134	167
RAB24	302	383	153	200
RAB26	27	14	3	10
RAB27A	100	148	55	69
RAB28	121	135	51	82
RAB29	195	186	67	90
RAB2A	1322	1341	590	749
RAB2B	175	190	70	79
RAB31	244	304	115	175
RAB32	164	155	69	87
