	untr_a_hek	untr_b_hek	isrib_a_hek	isrib_b_hek
PIAS2	539	476	565	434
PIAS3	345	266	290	313
PIAS4	347	332	301	270
PIBF1	954	908	781	671
PICALM	1667	1458	1630	1383
PICK1	570	511	564	461
PIDD1	259	250	214	210
PIEZO1	1750	1463	1483	1423
PIF1	190	168	158	155
PIGA	569	512	533	378
PIGB	183	160	179	112
PIGC	424	388	412	244
PIGF	259	249	271	208
PIGG	926	787	835	682
PIGH	145	95	158	103
PIGK	1433	1346	1425	988
PIGL	218	184	174	139
PIGM	314	279	316	257
PIGN	704	657	705	536
PIGO	529	432	513	455
PIGP	190	190	202	125
PIGQ	494	441	501	425
PIGS	859	718	806	626
PIGT	704	544	702	542
PIGU	240	240	324	233
PIGV	82	71	81	71
PIGW	745	603	715	589
PIGX	291	251	245	165
PIGY	368	324	393	285
PIH1D1	926	785	788	543
PIH1D2	91	91	111	93
PIK3AP1	71	54	54	40
PIK3C2A	3692	3206	3258	2762
PIK3C2B	227	135	155	189
PIK3C3	699	709	610	531
PIK3CA	491	405	423	339
PIK3CB	786	652	479	596
PIK3R1	420	369	369	347
PIK3R4	1998	1775	1941	1462
PIKFYVE	1920	1691	1668	1480
PILRB	432	357	393	380
PIM1	102	86	88	76
PIM2	254	207	288	213
PIM3	479	428	384	299
PIMREG	259	242	241	172
PIN1	586	603	545	381
PIN4	576	575	637	388
PINK1	615	513	689	452
PINX1	304	324	304	208
PIP4K2A	438	432	442	358
PIP4K2B	358	329	307	283
PIP4K2C	298	291	278	259
PIP4P1	270	237	263	203
PIP4P2	38	38	54	33
PIP5K1A	1583	1385	1499	1220
PIP5K1B	56	48	65	56
PIP5K1C	183	166	145	154
PIR	294	277	275	229
PISD	477	453	472	328
PITHD1	448	441	497	293
PITPNA	581	546	537	452
PITPNB	1191	1235	874	979
PITPNC1	127	116	127	112
PITPNM1	194	184	208	160
PITPNM2	83	54	59	84
PITPNM3	34	34	33	31
PITRM1	2608	2213	2812	2135
PITX1	239	178	226	161
PITX2	93	96	97	65
PJA1	775	766	756	536
PJA2	1518	1387	1406	1108
PKD1	822	666	663	694
PKD2	811	823	614	604
PKD2L2	48	35	54	55
PKDCC	123	97	86	79
PKIA	36	33	46	35
PKIG	55	60	50	30
PKM	16768	16114	15598	12649
PKMYT1	535	456	530	455
PKN1	1572	1430	1363	1160
PKN2	3022	2828	2439	2185
PKN3	471	402	428	343
PKNOX1	461	395	465	359
PKNOX2	69	48	72	57
PKP2	323	277	271	216
PKP4	2022	1666	2147	1534
PLA2G15	107	106	87	73
PLA2G4A	577	484	513	341
PLA2G6	151	131	141	140
PLAA	1311	1217	1366	1035
PLAAT1	61	51	42	26
PLAAT3	53	51	43	38
PLAC1	31	39	56	28
PLAG1	133	122	129	112
PLAGL1	380	337	326	337
PLAGL2	365	288	257	322
PLAT	358	378	408	312
PLAUR	53	46	50	40
PLBD2	270	206	151	256
PLCB1	436	438	421	329
PLCB3	781	661	682	621
PLCB4	300	256	214	188
PLCD1	93	73	82	66
PLCD3	211	171	190	198
PLCD4	148	102	93	116
PLCE1	472	392	373	319
PLCG1	2225	1919	2026	1891
PLCG2	240	236	233	232
PLCH1	473	474	414	366
PLCL1	44	41	41	45
PLCL2	790	652	608	483
PLCXD1	274	231	241	207
PLCXD2	66	59	60	54
PLD1	103	111	109	73
PLD2	243	206	221	186
PLD3	782	645	715	558
PLD6	260	199	254	185
PLEC	1703	1327	946	1266
PLEKHA1	648	521	555	450
PLEKHA2	45	38	37	27
PLEKHA3	210	183	207	171
PLEKHA5	632	580	632	463
PLEKHA7	219	173	163	144
PLEKHA8	363	340	296	253
PLEKHB2	545	540	467	371
PLEKHF2	135	120	112	80
PLEKHG1	80	57	55	65
PLEKHG2	252	173	184	239
PLEKHG3	448	415	372	331
PLEKHG4	575	531	661	508
PLEKHG5	104	88	70	71
PLEKHH1	355	324	298	307
PLEKHH2	233	232	214	177
PLEKHH3	162	144	98	92
PLEKHJ1	358	350	319	257
PLEKHM1	172	126	142	155
PLEKHM2	810	702	792	630
PLEKHM3	398	334	317	336
PLEKHO1	320	307	338	249
PLGRKT	118	128	123	89
PLIN2	470	495	431	320
PLIN3	264	236	280	170
PLK1	1829	1551	1633	1497
PLK2	112	81	96	84
PLK4	1520	1322	1519	1150
PLOD1	854	821	860	676
PLOD2	1711	1751	1686	1164
PLOD3	547	498	388	422
PLPBP	299	253	327	250
PLPP1	155	121	163	139
PLPP3	36	31	40	30
PLPP5	129	106	101	102
PLPP6	42	31	25	29
PLPPR2	115	87	99	80
PLRG1	2153	1801	2037	1466
PLS1	720	681	684	509
PLS3	15100	14417	13818	9926
PLSCR1	513	476	414	326
PLTP	243	175	221	188
PLXDC2	186	140	163	125
PLXNA1	1768	1512	1516	1463
PLXNA2	166	109	101	145
PLXNA3	324	298	270	334
PLXNB1	175	174	150	141
PLXNB2	961	827	785	789
PLXNC1	150	115	115	120
PLXND1	189	177	181	205
PM20D2	813	776	616	470
PMAIP1	187	196	214	157
PMCH	223	188	196	185
PMF1	88	91	127	85
PMFBP1	96	97	116	94
PML	177	126	135	155
PMM1	149	142	127	127
PMM2	481	478	402	362
PMP22	38	37	66	49
PMPCA	1830	1706	1779	1288
PMPCB	2189	1990	2081	1327
PMS1	1152	1116	1056	787
PMS2	403	388	355	271
PMVK	157	158	152	133
PNISR	2823	2657	3049	2022
PNKD	289	255	248	200
PNKP	398	427	378	330
PNMA1	710	593	503	475
PNMA2	138	121	113	94
PNMA8A	456	499	379	316
PNN	5049	5223	5822	3742
PNO1	789	679	729	555
PNP	1312	1201	1316	975
PNPLA2	425	353	297	339
PNPLA3	251	194	224	187
PNPLA4	49	42	57	35
PNPLA6	409	324	312	302
PNPLA8	500	516	545	449
PNPO	447	377	356	328
PNPT1	2412	2086	2232	1585
PNRC1	384	389	353	336
PNRC2	223	218	260	176
POC1A	495	416	438	383
POC1B	240	185	197	145
POC5	453	397	401	329
PODXL	112	93	122	98
PODXL2	988	840	1004	718
POFUT1	554	543	563	463
POFUT2	251	265	213	185
POGK	1686	1649	1432	1206
POGLUT1	411	328	411	320
POGLUT2	348	314	349	239
POGLUT3	969	869	927	698
POGZ	1830	1529	1207	1618
POLA1	5201	5051	4351	3608
POLA2	96	65	97	83
POLB	641	547	573	431
POLD1	1857	1554	1739	1452
POLD2	1803	1671	1926	1336
POLD3	975	865	1014	781
POLDIP2	1123	955	1054	779
POLDIP3	825	770	908	680
POLE	4828	4179	4201	4057
POLE2	697	547	657	472
POLE3	947	1014	1019	690
POLE4	376	409	302	197
POLG	2905	2615	2591	2239
POLG2	522	588	412	338
POLH	612	516	566	491
POLI	210	178	175	138
POLK	797	687	627	529
POLL	329	298	316	262
POLM	205	155	162	121
POLN	141	98	126	119
POLQ	4294	3965	3764	3140
POLR1A	3056	2487	2459	2349
POLR1B	3309	2836	2794	2313
POLR1C	1200	1122	1246	918
POLR1D	957	879	893	719
POLR1E	1422	1248	1315	1017
POLR2A	6352	4989	3304	5981
POLR2B	7661	7671	7507	5167
POLR2C	1312	1202	1370	1000
POLR2D	217	185	268	177
POLR2E	805	684	998	635
POLR2F	1495	1577	1520	976
POLR2G	1170	1138	1216	758
POLR2H	816	712	719	526
POLR2I	558	547	532	357
POLR2J	85	59	147	80
POLR2K	350	332	381	206
POLR2L	505	515	540	289
POLR3A	2613	2366	2151	2087
POLR3B	1459	1334	1358	1082
POLR3C	1079	956	1140	793
POLR3D	560	503	472	401
POLR3E	1729	1629	1597	1272
POLR3F	301	287	286	246
POLR3G	219	204	180	131
POLR3GL	218	178	184	109
POLR3H	566	470	510	433
POLR3K	423	395	407	289
POLRMT	833	722	683	545
POM121	528	344	284	458
POM121C	222	153	129	238
POMGNT1	844	755	841	610
POMGNT2	507	419	554	404
POMK	1168	996	976	835
POMP	1799	1794	1869	1227
POMT1	708	563	561	492
POMT2	675	537	591	605
PON2	569	497	607	420
POP1	1349	1226	1323	982
POP4	482	483	441	358
POP5	390	335	359	237
POP7	681	629	717	448
POPDC3	91	85	116	71
POR	823	757	853	644
PORCN	95	76	82	70
POT1	546	519	580	386
POU2F1	387	317	409	346
POU3F2	71	85	82	54
POU3F3	36	38	40	28
POU4F1	121	115	111	102
PP2D1	68	57	68	49
PPA1	4794	4424	4256	2845
PPA2	1902	1983	1552	1115
PPAN	105	127	108	97
PPARA	93	83	63	76
PPARD	120	87	88	106
PPARG	353	304	310	244
PPARGC1B	391	341	265	306
PPAT	1633	1614	1478	1118
PPCDC	266	242	218	176
PPCS	230	184	219	124
PPDPF	91	82	103	99
PPFIA1	2272	1972	2124	1899
PPFIA2	65	57	71	37
PPFIA3	260	179	188	176
PPFIA4	54	53	52	45
PPFIBP1	537	473	475	422
PPFIBP2	56	38	38	44
PPHLN1	1176	1120	1135	878
PPIA	1153	990	1409	823
PPIB	3555	3313	3530	2606
PPIC	230	202	190	141
PPID	1022	1041	1086	664
PPIE	768	753	715	505
PPIF	910	773	982	666
PPIG	2372	2367	2716	1941
PPIH	998	898	904	582
PPIL1	581	574	624	422
PPIL2	652	579	673	564
PPIL3	356	309	331	250
PPIL4	1517	1445	1441	1112
PPIP5K1	130	115	136	133
PPIP5K2	1746	1663	1596	1140
PPM1A	724	743	588	483
PPM1B	95	105	117	97
PPM1D	646	617	602	454
PPM1E	293	298	247	232
PPM1F	818	747	749	613
PPM1G	3693	3358	3656	2634
PPM1H	156	120	131	95
PPM1K	317	324	256	222
PPM1L	138	102	101	103
PPM1M	137	125	100	99
PPME1	721	639	597	507
PPOX	232	193	186	165
PPP1CA	2275	1973	2159	1508
PPP1CB	2185	2192	1945	1428
PPP1CC	4457	4400	4134	3073
PPP1R10	1155	983	874	1012
PPP1R11	117	111	106	100
PPP1R12A	2043	1883	2046	1548
PPP1R12B	465	367	300	286
PPP1R12C	460	496	425	370
PPP1R13B	379	276	325	317
PPP1R14B	755	735	617	462
PPP1R14C	80	72	67	49
PPP1R15A	287	306	325	258
PPP1R15B	2511	2365	2392	2102
PPP1R16A	253	228	210	170
PPP1R18	55	52	45	49
PPP1R2	273	261	269	160
PPP1R21	455	364	327	323
PPP1R26	396	393	370	272
PPP1R35	303	302	230	165
PPP1R37	287	273	264	217
PPP1R3B	79	83	48	51
PPP1R3F	65	80	70	71
PPP1R7	985	1009	894	615
PPP1R8	1716	1449	1885	1282
PPP1R9A	591	570	526	429
PPP1R9B	655	693	506	444
PPP2CA	1745	1611	1680	1235
PPP2CB	441	409	424	328
PPP2R1A	3696	3299	3349	2989
PPP2R1B	1550	1488	1484	1078
PPP2R2A	1444	1219	1162	1177
PPP2R2D	784	702	674	488
PPP2R3A	316	281	249	252
PPP2R3B	358	308	306	258
PPP2R3C	462	467	542	323
PPP2R5A	856	689	748	591
PPP2R5B	136	125	117	101
PPP2R5C	1724	1616	1635	1123
PPP2R5D	1312	1090	1358	1057
PPP2R5E	398	369	313	388
PPP3CA	647	580	636	540
PPP3CB	887	827	681	645
PPP3CC	263	236	250	165
PPP3R1	145	134	77	68
PPP4C	1821	1638	1900	1393
PPP4R1	1279	1157	1123	794
PPP4R2	1970	2172	1685	1243
PPP4R3A	2509	2350	2388	2011
PPP4R3B	1723	1765	1686	1334
PPP4R4	159	125	147	95
PPP5C	1950	1779	1884	1473
PPP6C	1113	967	1004	859
PPP6R1	1379	1130	1413	1154
PPP6R2	1374	1204	1263	1020
PPP6R3	3548	3238	3434	2659
PPRC1	2514	1958	1886	2192
PPT1	1135	1019	1177	913
PPT2	114	116	83	88
PPTC7	191	163	169	131
PPWD1	1489	1438	1512	995
PQBP1	972	980	1187	769
PRADC1	62	61	86	51
PRAG1	41	46	28	33
PRAME	442	459	480	299
PRC1	5307	4855	5089	3700
PRCC	949	927	831	828
PRCP	853	723	881	533
PRDM10	357	334	332	277
PRDM11	135	100	95	96
PRDM15	345	334	294	322
PRDM16	56	50	43	45
PRDM2	677	571	505	684
PRDM4	950	782	848	713
PRDM5	258	250	225	160
PRDM6	91	68	75	55
PRDX1	9791	8916	10251	6381
PRDX2	2798	2720	2791	1996
PRDX3	3996	3370	4035	2629
PRDX4	3920	3629	3723	2447
PRDX5	973	1018	878	613
PRDX6	4255	3986	4189	3041
PREB	1074	1030	1020	762
PRELID1	2082	2121	1883	1324
PRELID2	112	98	89	73
PRELID3B	1350	1289	1348	767
PREP	995	903	863	830
PREPL	1612	1395	1357	1153
PREX1	120	129	100	109
PREX2	144	129	126	99
PRG4	85	77	70	66
PRICKLE1	152	127	112	113
PRICKLE3	116	90	100	86
PRIM1	814	669	820	591
PRIM2	677	641	608	441
PRIMPOL	261	227	246	172
PRKAA1	917	817	826	682
PRKAA2	893	836	770	541
PRKAB1	253	210	224	169
PRKAB2	177	130	146	108
PRKACA	478	372	236	480
PRKACB	400	363	352	294
PRKAG1	825	773	815	530
PRKAG2	150	144	103	119
PRKAR1A	2017	2057	1960	1383
PRKAR1B	341	358	336	235
PRKAR2A	1573	1567	1325	1167
PRKAR2B	298	323	226	148
PRKCA	339	314	259	270
PRKCD	271	246	257	223
PRKCE	185	146	152	155
PRKCH	88	69	77	55
PRKCI	858	782	745	558
PRKCQ	115	113	118	86
PRKCSH	1873	1753	1702	1709
PRKCZ	361	351	364	335
PRKD1	275	247	252	196
PRKD2	353	271	275	281
PRKD3	2098	1830	1850	1520
PRKDC	37401	33195	31642	27167
PRKG1	234	247	214	159
PRKRA	716	607	745	505
PRKRIP1	231	257	269	203
PRKX	214	201	179	148
PRMT1	4511	3886	5290	3308
PRMT2	982	920	874	634
PRMT3	1476	1295	1304	957
PRMT5	3898	3538	4166	2990
PRMT6	356	367	383	248
PRMT7	1015	999	941	722
PRMT9	667	584	503	416
PRNP	274	214	300	207
PROCR	84	59	64	53
PROS1	172	172	165	111
PROSER1	645	531	412	529
PROSER2	102	90	57	42
PROSER3	122	78	73	99
PRPF18	285	271	243	188
PRPF19	3032	2355	2485	2574
PRPF3	2158	1962	2105	1587
PRPF31	1473	1293	1585	1055
PRPF38A	989	1064	985	775
PRPF38B	1369	1400	1762	1142
PRPF39	1606	1482	1491	1152
PRPF4	1426	1352	1454	1032
PRPF40A	7351	7049	6719	5006
PRPF40B	126	107	111	90
PRPF4B	4673	4314	4250	3372
PRPF6	2937	2823	2496	2224
PRPF8	19329	15719	14488	16767
PRPS1	2806	2664	2746	2073
PRPS2	963	861	1021	664
PRPSAP1	472	424	373	329
PRPSAP2	1930	1649	1970	1366
PRR11	274	271	299	218
PRR12	389	313	177	302
PRR13	77	64	83	47
PRR14	370	314	260	301
PRR14L	4899	4228	3866	3591
PRR22	174	134	160	137
PRR3	222	184	194	187
PRR5	52	39	43	49
PRRC1	638	530	632	456
PRRC2A	6543	4956	4627	6380
PRRC2B	5544	4795	4130	4881
PRRC2C	14469	11657	11814	12732
PRRG1	42	35	54	27
PRSS12	175	162	174	141
PRSS23	146	113	136	77
PRSS53	53	39	35	32
PRTFDC1	280	259	284	182
PRTG	414	388	344	304
PRUNE1	290	274	270	234
PRUNE2	68	72	54	43
PRX	89	101	76	51
PRXL2A	452	501	360	305
PRXL2C	174	141	148	85
PSAP	3933	3892	3745	2864
PSAT1	2238	1993	1893	1575
PSD3	835	818	797	613
PSEN1	508	449	562	437
PSEN2	586	551	501	396
PSENEN	171	118	168	129
PSIP1	1857	1805	2056	1262
PSKH1	236	196	242	196
PSMA1	1675	1338	1737	1132
PSMA3	2470	2388	2238	1567
PSMA4	5644	5130	5797	3848
PSMA5	3118	2938	3112	2080
PSMA6	1529	1322	1522	1022
PSMA7	4024	4015	3684	2608
PSMB1	3943	3600	3786	2497
PSMB10	242	253	231	137
PSMB2	1578	1427	1621	1185
PSMB3	2041	1938	1828	1279
PSMB4	5475	4841	5353	3701
PSMB5	2306	2228	2458	1540
PSMB6	1629	1553	1906	1201
PSMB7	2309	2214	2575	1664
PSMC1	84	78	65	51
PSMC2	2782	2684	2545	1772
PSMC3	3340	3204	3429	2465
PSMC3IP	334	334	333	226
PSMC4	1879	1765	1763	1304
PSMC5	1765	1642	1691	1422
PSMC6	1626	1515	1338	951
PSMD1	6220	5754	6035	4273
PSMD10	1366	1297	1250	796
PSMD11	1840	1634	1720	1375
PSMD12	2134	2090	2086	1616
PSMD13	1950	1857	1843	1393
PSMD14	2645	2515	2388	1693
PSMD2	4321	4075	3943	3328
PSMD3	2235	2020	2598	1894
PSMD4	2453	2367	2309	1711
PSMD6	3818	3480	3677	2498
PSMD7	2805	2533	2792	2023
PSMD8	2244	1730	2915	1881
PSMD9	553	508	488	370
PSME1	484	425	423	298
PSME2	412	365	455	296
PSME3	1890	1830	1367	1424
PSME4	4565	3951	3210	3661
PSMF1	870	826	758	670
PSMG1	2182	2071	2239	1423
PSMG2	439	337	419	305
PSMG3	444	421	375	274
PSMG4	320	239	242	200
PSPC1	1358	1361	1219	986
PSPH	333	281	274	253
PSRC1	425	415	344	249
PSTK	200	171	213	145
PSTPIP2	167	135	162	120
PTAR1	633	588	650	518
PTBP1	4434	3772	4440	3900
PTBP2	1047	927	897	694
PTBP3	911	771	910	787
PTCD2	183	206	146	143
PTCD3	2404	2120	2187	1554
PTCH1	307	240	202	252
PTDSS1	2430	2125	2451	1836
PTDSS2	536	460	436	356
PTEN	318	342	304	236
PTER	372	367	306	233
PTGES2	740	711	696	494
PTGES3	2033	1976	1951	1596
PTGFR	150	124	100	147
PTGFRN	1005	1017	899	724
PTK2	2066	1875	1775	1490
PTK7	957	855	1026	838
PTMA	4875	6060	4317	3111
PTMS	409	537	232	240
PTOV1	1200	945	1236	1045
PTP4A1	883	871	617	759
PTP4A2	1479	1495	1419	1028
PTPA	1017	928	984	771
PTPDC1	294	249	245	182
PTPMT1	497	402	479	282
PTPN1	852	796	820	621
PTPN11	2161	2214	2014	1548
PTPN12	416	373	333	371
PTPN13	3867	3446	3661	2841
PTPN14	663	559	472	547
PTPN18	165	132	117	112
PTPN2	519	474	508	385
PTPN21	199	173	145	124
PTPN23	627	437	306	521
PTPN3	409	343	356	285
PTPN4	781	705	755	612
PTPN9	597	496	501	413
PTPRA	1119	1032	1164	1054
PTPRD	87	82	68	60
PTPRF	2213	1716	1794	1816
PTPRG	1145	981	972	839
PTPRJ	294	242	257	248
PTPRK	1113	957	1048	841
PTPRM	216	166	193	190
PTPRS	1955	1678	1483	1668
PTPRU	1093	902	1089	908
PTRH1	48	39	32	38
PTRH2	366	391	353	235
PTRHD1	225	233	248	128
PTS	440	436	403	221
PTTG1	1692	1563	1523	1081
PTTG1IP	640	640	614	473
PUDP	64	58	51	41
PUF60	2790	2604	3167	2168
PUM1	4161	3707	4036	3436
PUM2	2338	2070	1979	1819
PUM3	1724	1577	1557	1241
PURA	162	159	143	138
PURB	76	72	54	45
PUS1	720	622	723	635
PUS10	133	110	100	81
PUS3	519	460	530	351
PUS7	2004	1783	1802	1483
PUS7L	1027	1002	836	636
PUSL1	631	643	502	391
PVR	408	332	381	309
PWP1	2330	1996	2164	1498
PWP2	55	53	94	42
PWWP2A	738	640	640	568
PWWP2B	67	51	53	35
PWWP3A	598	582	467	402
PWWP3B	126	123	107	87
PXDN	395	326	305	269
PXK	502	443	463	346
PXMP2	370	333	343	258
PXN	240	193	153	210
PXYLP1	194	163	212	130
PYCR1	1018	905	1095	758
PYCR2	616	536	721	513
PYCR3	190	175	182	120
PYGB	1307	1112	1172	980
PYGL	7713	7350	7352	5682
PYGO1	127	122	144	102
PYGO2	327	325	354	293
PYM1	239	247	227	161
PYROXD1	110	113	124	79
PYURF	311	246	245	148
QARS	3688	3270	3826	2772
QDPR	147	161	135	88
QKI	1194	1152	1091	889
QPCT	72	54	88	53
QPCTL	189	168	221	172
QPRT	155	148	114	97
QRFPR	96	71	66	67
QRICH1	2047	1723	2240	1752
QRICH2	243	215	198	213
QRSL1	804	695	679	557
QSER1	4421	3471	3174	3518
QSOX1	378	328	308	285
QSOX2	700	666	564	554
QTRT1	667	580	673	539
QTRT2	1122	1009	1046	812
R3HCC1	668	657	683	505
R3HCC1L	693	671	604	507
R3HDM1	1052	855	890	997
R3HDM2	451	391	298	431
R3HDM4	202	191	148	161
RAB10	903	822	876	645
RAB11A	1572	1508	1514	1054
RAB11B	100	98	72	80
RAB11FIP1	703	579	632	550
RAB11FIP2	745	682	671	501
RAB11FIP3	449	405	334	330
RAB11FIP4	235	245	187	176
RAB11FIP5	264	236	239	229
RAB12	297	287	252	201
RAB14	443	497	384	358
RAB15	57	44	52	50
RAB18	396	447	408	270
RAB1A	867	838	883	660
RAB1B	515	405	494	411
RAB21	415	375	390	283
RAB22A	204	151	169	135
RAB23	330	323	324	238
RAB24	351	352	342	264
RAB26	106	93	105	94
RAB27A	60	50	41	40
RAB28	361	351	290	237
RAB29	148	137	136	128
RAB2A	571	497	582	412
RAB2B	129	99	99	112
RAB31	119	112	130	90
RAB32	179	144	175	111
RAB33B	134	124	161	116
RAB34	473	461	442	322
RAB35	359	370	379	272
RAB36	100	65	62	52
RAB39A	104	89	78	66
RAB39B	56	46	39	25
RAB3D	68	56	52	42
RAB3GAP1	2379	2244	2258	1597
RAB3GAP2	2499	2299	2147	1738
RAB3IP	504	445	447	324
RAB40B	107	95	103	85
RAB40C	83	62	84	50
RAB4A	741	708	699	452
RAB5A	407	371	405	305
RAB5B	292	241	255	220
RAB5C	385	320	334	331
RAB5IF	664	528	618	449
RAB6A	320	306	305	276
RAB7A	711	646	613	615
RAB8A	630	578	671	486
RAB8B	84	94	98	60
RAB9A	376	367	327	205
RAB9B	42	47	33	26
RABAC1	532	520	520	336
RABEP1	2582	2384	2416	1889
RABEP2	141	191	157	135
RABEPK	871	798	914	633
RABGAP1	1540	1441	1332	1109
RABGAP1L	1205	1190	1041	873
RABGEF1	461	453	449	365
RABGGTA	326	306	344	260
RABGGTB	4284	3843	3739	2676
RABIF	142	148	133	119
RABL3	253	223	206	162
RABL6	2726	2586	2681	2141
RAC1	352	351	383	284
RAC3	1034	903	991	698
RACGAP1	2121	2034	1958	1516
RACK1	43412	37686	44935	30417
RAD1	489	441	449	345
RAD17	665	588	606	489
RAD18	1118	1030	1041	839
RAD21	3429	3190	2834	2443
RAD23A	1213	1044	1019	901
RAD23B	2816	2847	3056	2156
RAD50	292	280	255	213
RAD51	310	312	356	225
RAD51AP1	965	910	827	562
RAD51B	387	369	288	216
RAD51C	963	864	1043	659
RAD51D	72	70	48	66
RAD52	253	170	196	179
RAD54B	276	277	258	147
RAD54L	1100	937	710	835
RAD54L2	2145	1859	1721	1782
RAD9A	134	123	139	111
RADIL	178	152	163	142
RADX	3629	3157	3224	2324
RAE1	1331	1175	1250	991
RAF1	2618	2179	2849	2129
RAI1	999	749	615	799
RAI14	1280	1204	1101	1006
RALA	307	307	277	238
RALB	153	109	132	88
RALBP1	987	976	830	678
RALGAPA1	1024	835	881	784
RALGAPA2	1214	1057	943	877
RALGAPB	1677	1645	1488	1270
RALGPS1	132	124	101	115
RALGPS2	587	520	541	403
RALY	985	910	1008	815
RAMP1	39	41	43	36
RAN	8763	8330	8299	5544
RANBP1	5364	5133	4477	3105
RANBP10	166	148	139	153
RANBP17	1176	951	1066	769
RANBP2	10174	9625	9491	7206
RANBP3	948	888	964	783
RANBP6	910	804	789	521
RANBP9	1237	1066	1049	912
RANGAP1	3570	3547	3548	2715
RANGRF	265	250	255	166
RAP1A	466	409	356	335
RAP1B	141	115	161	85
RAP1GAP	54	41	40	44
RAP1GAP2	134	102	124	106
RAP1GDS1	990	837	903	724
RAP2A	301	293	253	172
RAP2B	153	138	149	103
RAP2C	485	457	432	338
RAPGEF1	715	644	668	636
RAPGEF2	918	833	942	768
RAPGEF4	225	232	243	189
RAPGEF5	321	298	271	231
RAPGEF6	85	69	54	61
RAPH1	431	313	214	304
RARA	99	96	88	86
RARB	232	200	221	166
RARG	73	55	70	47
RARS	6158	5866	5500	3727
RARS2	1097	953	1016	800
RASA1	982	946	935	804
RASA2	439	424	403	357
RASA3	73	71	91	71
RASAL2	807	594	646	590
RASEF	761	721	683	544
RASGEF1A	141	124	129	74
RASGEF1B	273	262	259	221
RASGRF2	75	79	68	52
RASGRP1	155	150	160	136
RASL11A	84	74	103	68
RASSF1	189	208	206	151
RASSF2	32	33	33	29
RASSF3	157	141	154	106
RASSF5	59	45	41	36
RASSF7	81	91	104	66
RASSF8	237	234	221	177
RAVER1	683	587	397	607
RAVER2	1332	1182	1094	937
RB1	1423	1291	1315	1125
RB1CC1	3956	3719	3536	2804
RBAK	823	796	760	724
RBBP4	4399	4034	3516	3181
RBBP5	982	866	876	780
RBBP6	3601	3196	3456	3089
RBBP7	5782	5232	6204	4253
RBBP8	1709	1617	1754	1302
RBBP9	179	126	124	116
RBCK1	214	194	218	179
RBFA	428	396	357	286
RBFOX2	881	758	816	659
RBIS	967	907	907	578
RBKS	51	37	43	31
RBL1	1196	1100	1079	795
RBL2	1485	1332	1212	973
RBM10	2039	1867	1960	1579
RBM11	80	68	78	48
RBM12	4110	3602	4373	3109
RBM12B	1482	1404	1280	1027
RBM14	1341	1135	1534	1263
RBM14-RBM4	49	49	51	46
RBM15	3475	3265	3217	2660
RBM15B	1543	1379	1516	1150
RBM17	1538	1579	1834	1041
RBM18	218	190	266	196
RBM19	1583	1394	1495	1266
RBM20	404	363	292	333
RBM22	935	863	1136	794
RBM23	1449	1354	1192	976
RBM25	3379	3450	3879	2367
RBM26	2826	2761	2561	2102
RBM27	241	184	248	189
RBM28	2248	2185	1893	1576
RBM3	3818	3354	4244	2893
RBM33	1270	1121	819	963
RBM34	2464	2297	2135	1526
RBM38	124	84	152	91
RBM39	7017	6432	7124	5224
RBM4	425	339	464	340
RBM41	949	924	802	660
RBM42	1020	982	961	740
RBM45	435	389	400	240
RBM48	211	216	242	199
RBM4B	224	192	195	172
RBM5	3338	2902	2892	2675
RBM6	2968	2724	2863	2273
RBM7	127	128	112	104
RBM8A	1806	1935	1484	1161
RBMS1	174	140	216	127
RBMX	3895	3709	3484	2511
RBMX2	682	682	725	585
RBMXL1	234	199	257	183
RBP1	57	62	52	41
RBPJ	750	607	696	580
RBSN	1204	1089	1001	828
RBX1	946	882	902	547
RC3H1	1390	1176	1287	1197
RC3H2	2321	2067	2147	1756
RCAN1	134	120	129	109
RCAN3	122	139	101	76
RCBTB1	587	518	521	391
RCBTB2	127	104	159	123
RCC1	4099	3792	3868	3098
RCC1L	938	904	805	626
RCC2	2950	2789	2418	2167
RCCD1	255	227	186	166
RCE1	202	159	196	151
RCHY1	503	520	476	329
RCL1	533	551	544	411
RCN1	77	80	77	42
RCN2	1994	1876	1920	1421
RCOR1	423	311	335	318
RCOR3	547	451	454	414
RDH10	813	757	660	563
RDH11	692	650	640	433
RDH13	229	220	234	173
RDH14	237	257	258	166
RDH5	46	36	40	48
RDM1	77	68	65	55
RDX	1695	1617	1611	1202
REC8	79	65	65	68
RECK	198	187	172	168
RECQL	1259	1145	1180	778
RECQL4	1281	1063	1244	999
RECQL5	553	480	441	404
REEP1	67	65	63	62
REEP2	145	132	156	91
REEP3	416	407	405	281
REEP4	198	177	179	144
REEP5	706	679	686	414
REL	347	332	262	274
RELA	343	284	351	322
RELCH	1109	991	988	784
RELL1	114	99	119	86
RELL2	73	51	54	55
RELT	216	171	185	178
REPIN1	519	523	524	376
REPS1	1606	1309	1622	1261
RER1	794	682	730	571
RERE	530	412	319	478
RESF1	1056	879	1054	789
REST	1293	1100	1124	1017
RETREG1	66	64	80	60
RETREG2	585	526	584	389
RETREG3	612	482	579	402
RETSAT	441	411	440	342
REV1	1459	1301	1382	1072
REV3L	4063	3542	3421	3218
REX1BD	163	183	116	72
REXO1	501	431	398	462
REXO2	734	771	640	420
REXO4	688	670	617	479
REXO5	302	295	313	231
RFC1	2747	2521	2773	2025
RFC2	1470	1351	1499	1133
